,OBJECTID,SITE_NAME,X,Y,EXTENT_EASTING_1,EXTENT_NORTHING_1,EXTENT_EASTING_2,EXTENT_NORTHING_2,LATIN_NAME,COMMON_NAME,FULL_COMMON_NAME,TREE_SPECIES,DBH,CROWN_AREA_COMPLETE,Data Source,tree_group,CROWN_HEIGHT_interpolated
36510,26646256,Welsman Princes Street,359533.85,173845.94,359533.85,173845.94,359533.85,173845.94,Prunus - Species Unknown,Cherry,Unidentified cherry,Prunus - Species Unknown,0.11,60.05,Original,deciduous,4.0
36511,26646257,Welsman Princes Street,359531.11,173843.05,359531.11,173843.05,359531.11,173843.05,Chamaecyparis lawsoniana,Cypress,Lawson's cypress,Chamaecyparis lawsoniana,0.29,10.0,Original,evergreen,1.0
36512,26646258,Welsman Princes Street,359538.11,173848.53,359538.11,173848.53,359538.11,173848.53,Chamaecyparis lawsoniana,Cypress,Lawson's cypress,Chamaecyparis lawsoniana,0.26,10.0,Original,evergreen,1.0
36513,26646259,Welsman Princes Street,359535.78,173898.39,359535.78,173898.39,359535.78,173898.39,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,0.5,150.05,Original,deciduous,12.0
36701,26646451,High Street,358926.77,173025.93,358926.77,173025.93,358926.77,173025.93,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.67,150.05,Original,deciduous,15.0
36702,26646452,High Street,358926.54,173033.66,358926.54,173033.66,358926.54,173033.66,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.3,60.05,Original,deciduous,8.0
36718,26646468,Quay Street,358722.45,173134.01,358722.45,173134.01,358722.45,173134.01,Acer platanoides cv,Maple,Norway maple cultivar,Acer platanoides cv,0.24,60.05,Original,deciduous,12.0
38294,26648057,Millennium Parade,358568.01,172828.66,358568.01,172828.66,358568.01,172828.66,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.17,60.05,Original,deciduous,7.0
38296,26648059,Millennium Parade,358565.0,172803.48,358565.0,172803.48,358565.0,172803.48,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.37,150.05,Original,deciduous,8.0
38297,26648060,Millennium Parade,358566.36,172816.08,358566.36,172816.08,358566.36,172816.08,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.38,150.05,Original,deciduous,8.0
38298,26648061,Millennium Parade,358569.33,172841.57,358569.33,172841.57,358569.33,172841.57,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.35,150.05,Original,deciduous,8.0
38299,26648062,Millennium Parade,358581.77,172913.8,358581.77,172913.8,358581.77,172913.8,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.36,150.05,Original,deciduous,8.0
38300,26648063,Millennium Parade,358584.73,172925.55,358584.73,172925.55,358584.73,172925.55,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.38,150.05,Original,deciduous,8.0
38301,26648064,Millennium Parade,358587.83,172938.35,358587.83,172938.35,358587.83,172938.35,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.35,150.05,Original,deciduous,8.0
38302,26648065,Millennium Parade,358615.58,172980.52,358615.58,172980.52,358615.58,172980.52,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.15,60.05,Original,deciduous,5.0
38303,26648066,Millennium Parade,358605.11,172956.4,358605.11,172956.4,358605.11,172956.4,Platanus - Species Unknown,Plane,Unidentified plane,Platanus - Species Unknown,0.5775173928963749,196.3076778986982,Imputed,deciduous,13.439131897569569
38304,26648067,Millennium Parade,358598.42,172934.72,358598.42,172934.72,358598.42,172934.72,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.25,150.05,Original,deciduous,8.0
38305,26648068,Millennium Parade,358596.56,172926.13,358596.56,172926.13,358596.56,172926.13,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.26,150.05,Original,deciduous,8.0
38306,26648069,Millennium Parade,358593.0,172912.16,358593.0,172912.16,358593.0,172912.16,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.3,150.05,Original,deciduous,8.0
38307,26648070,Millennium Parade,358597.22,172871.16,358597.22,172871.16,358597.22,172871.16,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.21,150.05,Original,deciduous,8.0
38308,26648071,Millennium Parade,358572.67,172880.59,358572.67,172880.59,358572.67,172880.59,Tilia - Species Unknown,Lime,Unidentified lime,Tilia - Species Unknown,0.12,12.39546621179074,Original,deciduous,2.0
38309,26648072,Millennium Parade,358597.33,172966.07,358597.33,172966.07,358597.33,172966.07,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.9,377.7512949307859,Original,deciduous,22.0
38310,26648073,Millennium Parade,358602.92,172980.97,358602.92,172980.97,358602.92,172980.97,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.9,377.7512949307859,Original,deciduous,22.0
38311,26648074,Millennium Parade,358570.23,172855.37,358570.23,172855.37,358570.23,172855.37,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.12,9.540406671654324,Original,deciduous,3.0
38312,26648075,Millennium Parade,358661.45,173015.0,358661.45,173015.0,358661.45,173015.0,Pyrus calleryana Chanticleer,Pear,Chanticleer pear,Pyrus calleryana Chanticleer,0.1,9.76097741298083,Original,deciduous,2.0
38313,26648076,Millennium Parade,358653.78,173003.5,358653.78,173003.5,358653.78,173003.5,Pyrus calleryana Chanticleer,Pear,Chanticleer pear,Pyrus calleryana Chanticleer,0.1,9.76097741298083,Original,deciduous,2.0
38314,26648077,Millennium Parade,358633.13,173000.66,358633.13,173000.66,358633.13,173000.66,Pyrus calleryana Chanticleer,Pear,Chanticleer pear,Pyrus calleryana Chanticleer,0.1,9.76097741298083,Original,deciduous,2.0
38315,26648078,Millennium Parade,358670.25,173029.5,358670.25,173029.5,358670.25,173029.5,Pyrus calleryana Chanticleer,Pear,Chanticleer pear,Pyrus calleryana Chanticleer,0.1,9.76097741298083,Original,deciduous,2.0
38316,26648079,Millennium Parade,358676.5,173037.12,358676.5,173037.12,358676.5,173037.12,Pyrus calleryana Chanticleer,Pear,Chanticleer pear,Pyrus calleryana Chanticleer,0.1,9.76097741298083,Original,deciduous,2.0
38317,26648080,Millennium Parade,358681.79,173045.98,358681.79,173045.98,358681.79,173045.98,Pyrus calleryana Chanticleer,Pear,Chanticleer pear,Pyrus calleryana Chanticleer,0.1,9.76097741298083,Original,deciduous,2.0
38318,26648081,Millennium Parade,358636.68,173053.9,358636.68,173053.9,358636.68,173053.9,Prunus - Species Unknown,Cherry,Unidentified cherry,Prunus - Species Unknown,0.1,9.830250286317868,Original,deciduous,2.0
38319,26648082,Millennium Parade,358639.93,173051.43,358639.93,173051.43,358639.93,173051.43,Prunus - Species Unknown,Cherry,Unidentified cherry,Prunus - Species Unknown,0.08,6.323578329802724,Original,deciduous,2.0
38320,26648083,Millennium Parade,358656.44,173040.07,358656.44,173040.07,358656.44,173040.07,Prunus - Species Unknown,Cherry,Unidentified cherry,Prunus - Species Unknown,0.08,6.323578329802724,Original,deciduous,2.0
38321,26648084,Millennium Parade,358651.46,173042.67,358651.46,173042.67,358651.46,173042.67,Prunus - Species Unknown,Cherry,Unidentified cherry,Prunus - Species Unknown,0.08,6.323578329802724,Original,deciduous,2.0
38322,26648085,Millennium Parade,358642.99,173059.64,358642.99,173059.64,358642.99,173059.64,Prunus - Species Unknown,Cherry,Unidentified cherry,Prunus - Species Unknown,0.08,6.323578329802724,Original,deciduous,2.0
38323,26648086,Millennium Parade,358661.59,173049.14,358661.59,173049.14,358661.59,173049.14,Prunus - Species Unknown,Cherry,Unidentified cherry,Prunus - Species Unknown,0.13,16.45167328821358,Original,deciduous,2.0
38324,26648087,Millennium Parade,358667.72,173059.44,358667.72,173059.44,358667.72,173059.44,Prunus - Species Unknown,Cherry,Unidentified cherry,Prunus - Species Unknown,0.08,6.323578329802724,Original,deciduous,2.0
38325,26648088,Millennium Parade,358647.86,173069.94,358647.86,173069.94,358647.86,173069.94,Prunus - Species Unknown,Cherry,Unidentified cherry,Prunus - Species Unknown,0.13,16.45167328821358,Original,deciduous,2.0
38326,26648089,Millennium Parade,358593.79,172956.39,358593.79,172956.39,358593.79,172956.39,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.9,377.7512949307859,Original,deciduous,22.0
38327,26648090,Millennium Parade,358653.76,173078.24,358653.76,173078.24,358653.76,173078.24,Prunus - Species Unknown,Cherry,Unidentified cherry,Prunus - Species Unknown,0.08,6.323578329802724,Original,deciduous,2.0
38328,26648091,Millennium Parade,358656.51,173074.1,358656.51,173074.1,358656.51,173074.1,Prunus - Species Unknown,Cherry,Unidentified cherry,Prunus - Species Unknown,0.08,6.323578329802724,Original,deciduous,2.0
38329,26648092,Millennium Parade,358660.13,173091.53,358660.13,173091.53,358660.13,173091.53,Liquidambar styraciflua,Sweetgum,Sweetgum,Liquidambar styraciflua,0.1,7.763086407383792,Original,deciduous,2.0
38330,26648093,Millennium Parade,358678.52,173113.96,358678.52,173113.96,358678.52,173113.96,Liquidambar styraciflua,Sweetgum,Sweetgum,Liquidambar styraciflua,0.1,7.763086407383792,Original,deciduous,2.0
38331,26648094,Millennium Parade,358690.41,173107.63,358690.41,173107.63,358690.41,173107.63,Liquidambar styraciflua,Sweetgum,Sweetgum,Liquidambar styraciflua,0.1,7.763086407383792,Original,deciduous,2.0
38332,26648095,Millennium Parade,358682.35,173081.23,358682.35,173081.23,358682.35,173081.23,Liquidambar styraciflua,Sweetgum,Sweetgum,Liquidambar styraciflua,0.1,7.763086407383792,Original,deciduous,2.0
38333,26648096,Millennium Parade,358672.65,173067.52,358672.65,173067.52,358672.65,173067.52,Prunus - Species Unknown,Cherry,Unidentified cherry,Prunus - Species Unknown,0.08,6.323578329802724,Original,deciduous,2.0
38334,26648097,Millennium Parade,358665.22,173068.8,358665.22,173068.8,358665.22,173068.8,Prunus - Species Unknown,Cherry,Unidentified cherry,Prunus - Species Unknown,0.1,9.830250286317868,Original,deciduous,2.0
38335,26648098,Portland Square Park,359443.82,173698.44,359443.82,173698.44,359443.82,173698.44,Tilia - Species Unknown,Lime,Unidentified lime,Tilia - Species Unknown,0.66,275.05,Original,deciduous,17.0
38336,26648099,Portland Square Park,359443.48,173725.11,359443.48,173725.11,359443.48,173725.11,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,0.21,60.05,Original,deciduous,7.0
38337,26648100,Portland Square Park,359444.17,173721.5,359444.17,173721.5,359444.17,173721.5,Prunus padus,Cherry,Bird cherry,Prunus padus,0.33,60.05,Original,deciduous,10.0
38338,26648101,Portland Square Park,359445.37,173711.52,359445.37,173711.52,359445.37,173711.52,Aesculus hippocastanum,Horse Chestnut,Horse chestnut,Aesculus hippocastanum,0.4082701812191103,275.05,Original,deciduous,20.0
38339,26648102,Portland Square Park,359440.38,173693.28,359440.38,173693.28,359440.38,173693.28,Prunus cerasifera Pissardii,Plum,Cherry plum,Prunus cerasifera Pissardii,0.35,60.05,Original,deciduous,9.0
38340,26648103,Portland Square Park,359434.7,173688.46,359434.7,173688.46,359434.7,173688.46,Prunus padus,Cherry,Bird cherry,Prunus padus,0.41,60.05,Original,deciduous,9.0
38341,26648104,Portland Square Park,359419.36,173683.33,359419.36,173683.33,359419.36,173683.33,Tilia - Species Unknown,Lime,Unidentified lime,Tilia - Species Unknown,0.78,275.05,Original,deciduous,16.0
38342,26648105,Portland Square Park,359411.44,173684.88,359411.44,173684.88,359411.44,173684.88,Prunus padus,Cherry,Bird cherry,Prunus padus,0.31,60.05,Original,deciduous,9.0
38343,26648106,Portland Square Park,359406.5,173687.55,359406.5,173687.55,359406.5,173687.55,Prunus padus,Cherry,Bird cherry,Prunus padus,0.29,60.05,Original,deciduous,9.0
38344,26648107,Portland Square Park,359400.31,173692.8,359400.31,173692.8,359400.31,173692.8,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,0.8300000000000001,275.05,Original,deciduous,16.0
38345,26648108,Portland Square Park,359393.68,173700.81,359393.68,173700.81,359393.68,173700.81,Prunus cerasifera Pissardii,Plum,Cherry plum,Prunus cerasifera Pissardii,0.39,60.05,Original,deciduous,7.0
38346,26648109,Portland Square Park,359389.26,173711.17,359389.26,173711.17,359389.26,173711.17,Prunus cerasifera Pissardii,Plum,Cherry plum,Prunus cerasifera Pissardii,0.41,60.05,Original,deciduous,8.0
38347,26648110,Portland Square Park,359387.03,173722.01,359387.03,173722.01,359387.03,173722.01,Crataegus laevigata 'Paul's Sc,Hawthorn,Midland hawthorn cultivar,Crataegus laevigata 'Paul's Sc,0.24,60.05,Original,deciduous,7.0
38348,26648111,Portland Square Park,359395.98,173746.11,359395.98,173746.11,359395.98,173746.11,Prunus padus,Cherry,Bird cherry,Prunus padus,0.43,150.05,Original,deciduous,10.0
38349,26648112,Portland Square Park,359424.14,173749.2,359424.14,173749.2,359424.14,173749.2,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.5775173928963749,275.05,Original,deciduous,20.0
38350,26648113,Portland Square Park,359429.2,173745.43,359429.2,173745.43,359429.2,173745.43,Tilia - Species Unknown,Lime,Unidentified lime,Tilia - Species Unknown,0.53,150.05,Original,deciduous,15.0
38351,26648114,Portland Square Park,359434.53,173740.26,359434.53,173740.26,359434.53,173740.26,Prunus cerasifera Pissardii,Plum,Cherry plum,Prunus cerasifera Pissardii,0.38,60.05,Original,deciduous,8.0
38352,26648115,Portland Square Park,359438.65,173735.1,359438.65,173735.1,359438.65,173735.1,Prunus cerasifera Pissardii,Plum,Cherry plum,Prunus cerasifera Pissardii,0.28,60.05,Original,deciduous,6.0
38353,26648116,Portland Square Park,359427.5,173696.0,359427.5,173696.0,359427.5,173696.0,Tilia x europea,Lime,European lime,Tilia x europea,0.97,275.05,Original,deciduous,21.0
38354,26648117,Portland Square Park,359422.14,173705.84,359422.14,173705.84,359422.14,173705.84,Prunus avium,Cherry,Wild cherry,Prunus avium,0.39,60.05,Original,deciduous,11.0
38355,26648118,Portland Square Park,359414.64,173704.79,359414.64,173704.79,359414.64,173704.79,Prunus avium,Cherry,Wild cherry,Prunus avium,0.42,60.05,Original,deciduous,11.0
38356,26648119,Portland Square Park,359417.66,173711.52,359417.66,173711.52,359417.66,173711.52,Prunus avium,Cherry,Wild cherry,Prunus avium,0.55,150.05,Original,deciduous,13.0
38357,26648120,Portland Square Park,359400.96,173723.74,359400.96,173723.74,359400.96,173723.74,Aesculus hippocastanum,Horse Chestnut,Horse chestnut,Aesculus hippocastanum,0.4082701812191103,275.05,Original,deciduous,20.0
38358,26648121,Portland Square Park,359405.79,173732.0,359405.79,173732.0,359405.79,173732.0,Aesculus hippocastanum,Horse Chestnut,Horse chestnut,Aesculus hippocastanum,0.4082701812191103,275.05,Original,deciduous,20.0
38359,26648122,Portland Square Park,359405.95,173739.23,359405.95,173739.23,359405.95,173739.23,Tilia - Species Unknown,Lime,Unidentified lime,Tilia - Species Unknown,0.8,275.05,Original,deciduous,20.0
38360,26648123,Portland Square Park,359414.21,173738.37,359414.21,173738.37,359414.21,173738.37,Tilia - Species Unknown,Lime,Unidentified lime,Tilia - Species Unknown,0.8,275.05,Original,deciduous,22.0
38361,26648124,Portland Square Park,359390.1,173738.57,359390.1,173738.57,359390.1,173738.57,Crataegus laev 'Crimson Cloud',,,Crataegus laev 'Crimson Cloud',0.06,2.8045902645908924,Original,other,1.5532240671307207
39881,26649652,Castle Park,359391.96,173117.31,359391.96,173117.31,359391.96,173117.31,Quercus robur,Oak,English oak,Quercus robur,0.25,60.05,Original,deciduous,8.0
39886,26649657,Castle Park,359385.51,173118.14,359385.51,173118.14,359385.51,173118.14,Acer platanoides Goldsworth Pu,Maple,Norway maple 'Goldsworth Purpl,Acer platanoides Goldsworth Pu,0.36,60.05,Original,deciduous,7.0
39887,26649658,Castle Park,359388.18,173121.68,359388.18,173121.68,359388.18,173121.68,Quercus robur,Oak,English oak,Quercus robur,0.25,60.05,Original,deciduous,10.0
39888,26649659,Castle Park,359405.29,173129.2,359405.29,173129.2,359405.29,173129.2,Tilia x europea,Lime,European lime,Tilia x europea,0.4,275.05,Original,deciduous,13.0
39889,26649660,Castle Park,359388.12,173139.92,359388.12,173139.92,359388.12,173139.92,Quercus robur,Oak,English oak,Quercus robur,0.18,60.05,Original,deciduous,4.0
39890,26649661,Castle Park,359393.77,173143.99,359393.77,173143.99,359393.77,173143.99,Picea - Unknown Species,Spruce,Unidentified spruce,Picea - Unknown Species,0.11,10.0,Original,evergreen,3.0
39891,26649662,Castle Park,359407.04,173142.66,359407.04,173142.66,359407.04,173142.66,Pinus sylvestris,Scots Pine,Scots pine,Pinus sylvestris,0.35,60.05,Original,evergreen,9.0
39892,26649663,Castle Park,359414.68,173148.77,359414.68,173148.77,359414.68,173148.77,Pinus sylvestris,Scots Pine,Scots pine,Pinus sylvestris,0.2,60.05,Original,evergreen,6.0
39893,26649664,Castle Park,359409.61,173149.27,359409.61,173149.27,359409.61,173149.27,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,0.15,60.05,Original,deciduous,8.0
39894,26649665,Castle Park,359405.29,173149.53,359405.29,173149.53,359405.29,173149.53,Pinus sylvestris,Scots Pine,Scots pine,Pinus sylvestris,0.23,60.05,Original,evergreen,8.0
39895,26649666,Castle Park,359402.75,173153.84,359402.75,173153.84,359402.75,173153.84,Quercus robur,Oak,English oak,Quercus robur,0.31,150.05,Original,deciduous,10.0
39896,26649667,Castle Park,359403.26,173157.14,359403.26,173157.14,359403.26,173157.14,Juglans regia,Walnut,Common walnut,Juglans regia,0.15,60.05,Original,deciduous,7.0
39897,26649668,Castle Park,359401.99,173161.97,359401.99,173161.97,359401.99,173161.97,Quercus robur,Oak,English oak,Quercus robur,0.11,60.05,Original,deciduous,9.0
39898,26649669,Castle Park,359397.92,173164.77,359397.92,173164.77,359397.92,173164.77,Quercus robur,Oak,English oak,Quercus robur,0.15,60.05,Original,deciduous,9.0
39899,26649670,Castle Park,359401.73,173167.31,359401.73,173167.31,359401.73,173167.31,Quercus robur,Oak,English oak,Quercus robur,0.17,60.05,Original,deciduous,9.0
39900,26649671,Castle Park,359397.16,173169.6,359397.16,173169.6,359397.16,173169.6,Quercus robur,Oak,English oak,Quercus robur,0.33,60.05,Original,deciduous,11.0
39901,26649672,Castle Park,359387.12,173171.85,359387.12,173171.85,359387.12,173171.85,Tilia tomentosa,Lime,Silver lime,Tilia tomentosa,0.46,275.05,Original,deciduous,15.0
39902,26649673,Castle Park,359385.69,173167.3,359385.69,173167.3,359385.69,173167.3,Tilia tomentosa,Lime,Silver lime,Tilia tomentosa,0.5,150.05,Original,deciduous,14.0
39903,26649674,Castle Park,359398.17,173178.24,359398.17,173178.24,359398.17,173178.24,Aesculus hippocastanum,Horse Chestnut,Horse chestnut,Aesculus hippocastanum,0.46,150.05,Original,deciduous,10.0
39904,26649675,Castle Park,359395.13,173182.56,359395.13,173182.56,359395.13,173182.56,Pinus sylvestris,Scots Pine,Scots pine,Pinus sylvestris,0.2,60.05,Original,evergreen,6.0
39905,26649676,Castle Park,359406.05,173182.94,359406.05,173182.94,359406.05,173182.94,Prunus avium,Cherry,Wild cherry,Prunus avium,0.52,150.05,Original,deciduous,12.0
39906,26649677,Castle Park,359406.05,173190.3,359406.05,173190.3,359406.05,173190.3,Sorbus aria,Whitebeam,Whitebeam,Sorbus aria,0.35,60.05,Original,deciduous,9.0
39907,26649678,Castle Park,359397.16,173193.23,359397.16,173193.23,359397.16,173193.23,Sorbus aria,Whitebeam,Whitebeam,Sorbus aria,0.38,60.05,Original,deciduous,8.0
39908,26649679,Castle Park,359395.84,173195.57,359395.84,173195.57,359395.84,173195.57,Quercus robur,Oak,English oak,Quercus robur,0.25,33.174145425921175,Original,deciduous,11.0
39909,26649680,Castle Park,359356.76,173203.77,359356.76,173203.77,359356.76,173203.77,Pinus sylvestris,Scots Pine,Scots pine,Pinus sylvestris,0.42,60.05,Original,evergreen,10.0
39910,26649681,Castle Park,359392.08,173207.58,359392.08,173207.58,359392.08,173207.58,Quercus robur,Oak,English oak,Quercus robur,0.32,60.05,Original,deciduous,11.0
39911,26649682,Castle Park,359368.4,173195.35,359368.4,173195.35,359368.4,173195.35,Pinus sylvestris,Scots Pine,Scots pine,Pinus sylvestris,0.4,60.05,Original,evergreen,8.0
39912,26649683,Castle Park,359363.37,173199.19,359363.37,173199.19,359363.37,173199.19,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,0.46,150.05,Original,deciduous,9.0
39913,26649684,Castle Park,359351.08,173209.17,359351.08,173209.17,359351.08,173209.17,Pinus sylvestris,Scots Pine,Scots pine,Pinus sylvestris,0.4,60.05,Original,evergreen,10.0
39914,26649685,Castle Park,359310.84,173199.48,359310.84,173199.48,359310.84,173199.48,Aesculus hippocastanum,Horse Chestnut,Horse chestnut,Aesculus hippocastanum,0.6,150.05,Original,deciduous,13.0
39915,26649686,Castle Park,359324.42,173218.76,359324.42,173218.76,359324.42,173218.76,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,0.34,150.05,Original,deciduous,10.0
39916,26649687,Castle Park,359333.49,173198.63,359333.49,173198.63,359333.49,173198.63,Quercus x hispanica Lucombeana,Oak,Luccombe oak,Quercus x hispanica Lucombeana,0.45,150.05,Original,deciduous,11.0
39917,26649688,Castle Park,359328.03,173203.24,359328.03,173203.24,359328.03,173203.24,Aesculus hippocastanum,Horse Chestnut,Horse chestnut,Aesculus hippocastanum,0.47,150.05,Original,deciduous,11.0
39918,26649689,Castle Park,359305.81,173198.41,359305.81,173198.41,359305.81,173198.41,Aesculus hippocastanum,Horse Chestnut,Horse chestnut,Aesculus hippocastanum,0.62,150.05,Original,deciduous,12.0
39919,26649690,Castle Park,359302.12,173195.44,359302.12,173195.44,359302.12,173195.44,Sorbus aria,Whitebeam,Whitebeam,Sorbus aria,0.35,60.05,Original,deciduous,9.0
39920,26649691,Castle Park,359327.74,173175.77,359327.74,173175.77,359327.74,173175.77,Ginkgo biloba,Gingko,Maidenhair tree,Ginkgo biloba,0.1080555555555555,14.846957440687154,Imputed,deciduous,3.9995793143419904
39935,26649707,Castle Park,359311.08,173180.56,359311.08,173180.56,359311.08,173180.56,Aesculus hippocastanum,Horse Chestnut,Horse chestnut,Aesculus hippocastanum,0.58,150.05,Original,deciduous,15.0
39936,26649708,Castle Park,359310.34,173186.5,359310.34,173186.5,359310.34,173186.5,Tilia cordata,Lime,Small-leaved lime,Tilia cordata,0.46,150.05,Original,deciduous,13.0
39937,26649709,Castle Park,359325.73,173160.63,359325.73,173160.63,359325.73,173160.63,Ulmus x hollandica,Elm,Dutch elm cultivar,Ulmus x hollandica,0.75,528.55,Original,deciduous,18.0
39938,26649710,Castle Park,359313.06,173172.14,359313.06,173172.14,359313.06,173172.14,Aesculus hippocastanum,Horse Chestnut,Horse chestnut,Aesculus hippocastanum,0.45,150.05,Original,deciduous,13.0
39939,26649711,Castle Park,359315.09,173165.53,359315.09,173165.53,359315.09,173165.53,Prunus avium Plena,Cherry,Double white cherry,Prunus avium Plena,0.43,150.05,Original,deciduous,9.0
39945,26649717,Castle Park,359371.59,173149.95,359371.59,173149.95,359371.59,173149.95,Aesculus hippocastanum,Horse Chestnut,Horse chestnut,Aesculus hippocastanum,0.5,150.05,Original,deciduous,8.0
39946,26649718,Castle Park,359316.49,173227.52,359316.49,173227.52,359316.49,173227.52,Sorbus aria,Whitebeam,Whitebeam,Sorbus aria,0.47,10.0,Original,deciduous,8.0
39947,26649719,Castle Park,359311.16,173215.08,359311.16,173215.08,359311.16,173215.08,Tilia tomentosa,Lime,Silver lime,Tilia tomentosa,0.56,150.05,Original,deciduous,12.0
39950,26649722,Castle Park,359299.72,173219.4,359299.72,173219.4,359299.72,173219.4,Crataegus laevigata,Hawthorn,Midland hawthorn,Crataegus laevigata,0.2,60.05,Original,deciduous,4.0
39952,26649724,Castle Park,359382.8,173212.79,359382.8,173212.79,359382.8,173212.79,Quercus robur,Oak,English oak,Quercus robur,0.24,60.05,Original,deciduous,9.0
39953,26649725,Castle Park,359384.58,173211.26,359384.58,173211.26,359384.58,173211.26,Quercus robur,Oak,English oak,Quercus robur,0.24,60.05,Original,deciduous,9.0
39954,26649726,Castle Park,359381.28,173209.23,359381.28,173209.23,359381.28,173209.23,Quercus robur,Oak,English oak,Quercus robur,0.24,60.05,Original,deciduous,9.0
39955,26649727,Castle Park,359380.25,173212.53,359380.25,173212.53,359380.25,173212.53,Quercus robur,Oak,English oak,Quercus robur,0.24,60.05,Original,deciduous,9.0
39956,26649728,Castle Park,359388.9,173216.35,359388.9,173216.35,359388.9,173216.35,Quercus robur,Oak,English oak,Quercus robur,0.24,60.05,Original,deciduous,9.0
39957,26649729,Castle Park,359375.18,173215.08,359375.18,173215.08,359375.18,173215.08,Prunus avium,Cherry,Wild cherry,Prunus avium,0.71,150.05,Original,deciduous,10.0
39958,26649730,Castle Park,359372.9,173221.43,359372.9,173221.43,359372.9,173221.43,Prunus avium,Cherry,Wild cherry,Prunus avium,0.55,275.05,Original,deciduous,13.0
39959,26649731,Castle Park,359378.99,173223.45,359378.99,173223.45,359378.99,173223.45,Corylus colurna,Hazel,Turkish hazel,Corylus colurna,0.33,150.05,Original,deciduous,16.0
39960,26649732,Castle Park,359373.4,173228.28,359373.4,173228.28,359373.4,173228.28,Corylus colurna,Hazel,Turkish hazel,Corylus colurna,0.34,150.05,Original,deciduous,16.0
39961,26649733,Castle Park,359365.53,173225.74,359365.53,173225.74,359365.53,173225.74,Corylus colurna,Hazel,Turkish hazel,Corylus colurna,0.34,150.05,Original,deciduous,16.0
39962,26649734,Castle Park,359367.05,173231.59,359367.05,173231.59,359367.05,173231.59,Quercus robur,Oak,English oak,Quercus robur,0.21,60.05,Original,deciduous,10.0
39963,26649735,Castle Park,359363.24,173230.57,359363.24,173230.57,359363.24,173230.57,Quercus robur,Oak,English oak,Quercus robur,0.21,60.05,Original,deciduous,10.0
39964,26649736,Castle Park,359362.73,173233.11,359362.73,173233.11,359362.73,173233.11,Quercus robur,Oak,English oak,Quercus robur,0.21,60.05,Original,deciduous,10.0
39965,26649737,Castle Park,359356.38,173235.65,359356.38,173235.65,359356.38,173235.65,Quercus robur,Oak,English oak,Quercus robur,0.21,60.05,Original,deciduous,10.0
39966,26649738,Castle Park,359351.81,173235.4,359351.81,173235.4,359351.81,173235.4,Quercus robur,Oak,English oak,Quercus robur,0.21,60.05,Original,deciduous,10.0
39967,26649739,Castle Park,359358.41,173224.47,359358.41,173224.47,359358.41,173224.47,Quercus robur,Oak,English oak,Quercus robur,0.21,60.05,Original,deciduous,10.0
39968,26649740,Castle Park,359364.0,173221.43,359364.0,173221.43,359364.0,173221.43,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,0.16,150.05,Original,deciduous,12.0
39969,26649741,Castle Park,359361.72,173228.03,359361.72,173228.03,359361.72,173228.03,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,0.16,150.05,Original,deciduous,12.0
39970,26649742,Castle Park,359359.18,173232.6,359359.18,173232.6,359359.18,173232.6,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,0.16,150.05,Original,deciduous,12.0
39971,26649743,Castle Park,359369.85,173226.76,359369.85,173226.76,359369.85,173226.76,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,0.16,150.05,Original,deciduous,12.0
39972,26649744,Castle Park,359348.25,173232.6,359348.25,173232.6,359348.25,173232.6,Sorbus aria,Whitebeam,Whitebeam,Sorbus aria,0.29,60.05,Original,deciduous,7.0
39973,26649745,Castle Park,359344.44,173231.84,359344.44,173231.84,359344.44,173231.84,Quercus robur,Oak,English oak,Quercus robur,0.18,60.05,Original,deciduous,11.0
