,OBJECTID,SITE_NAME,X,Y,EXTENT_EASTING_1,EXTENT_NORTHING_1,EXTENT_EASTING_2,EXTENT_NORTHING_2,LATIN_NAME,COMMON_NAME,FULL_COMMON_NAME,TREE_SPECIES,DBH,CROWN_AREA_COMPLETE,Data Source,tree_group,CROWN_HEIGHT_interpolated
30327,26640036,South Bristol Sports Centre (Imperial),361024.38,169832.6,361024.38,169832.6,361024.38,169832.6,Larix decidua,Larch,European larch,Larix decidua,0.21,60.05,Original,deciduous,11.0
30328,26640037,South Bristol Sports Centre (Imperial),361017.15,169832.22,361017.15,169832.22,361017.15,169832.22,Larix decidua,Larch,European larch,Larix decidua,0.17,60.05,Original,deciduous,6.0
30329,26640038,South Bristol Sports Centre (Imperial),361008.65,169832.22,361008.65,169832.22,361008.65,169832.22,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.31,150.05,Original,deciduous,12.0
30330,26640039,South Bristol Sports Centre (Imperial),361001.82,169831.46,361001.82,169831.46,361001.82,169831.46,Larix decidua,Larch,European larch,Larix decidua,0.27,150.05,Original,deciduous,12.0
30331,26640040,South Bristol Sports Centre (Imperial),360998.01,169831.46,360998.01,169831.46,360998.01,169831.46,Larix decidua,Larch,European larch,Larix decidua,0.18,60.05,Original,deciduous,7.0
30332,26640041,South Bristol Sports Centre (Imperial),360991.42,169830.7,360991.42,169830.7,360991.42,169830.7,Larix decidua,Larch,European larch,Larix decidua,0.21,60.05,Original,deciduous,8.0
30333,26640042,South Bristol Sports Centre (Imperial),360986.47,169830.19,360986.47,169830.19,360986.47,169830.19,Larix decidua,Larch,European larch,Larix decidua,0.33,60.05,Original,deciduous,10.0
30334,26640043,South Bristol Sports Centre (Imperial),360983.81,169830.32,360983.81,169830.32,360983.81,169830.32,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.16,60.05,Original,deciduous,7.0
30335,26640044,South Bristol Sports Centre (Imperial),360981.4,169830.57,360981.4,169830.57,360981.4,169830.57,Larix decidua,Larch,European larch,Larix decidua,0.36,150.05,Original,deciduous,13.0
30336,26640045,South Bristol Sports Centre (Imperial),360975.95,169830.07,360975.95,169830.07,360975.95,169830.07,Larix decidua,Larch,European larch,Larix decidua,0.34,150.05,Original,deciduous,10.0
30337,26640046,South Bristol Sports Centre (Imperial),360972.78,169829.81,360972.78,169829.81,360972.78,169829.81,Larix decidua,Larch,European larch,Larix decidua,0.25,60.05,Original,deciduous,9.0
30338,26640053,South Bristol Sports Centre (Imperial),360960.47,169853.83,360960.47,169853.83,360960.47,169853.83,Larix decidua,Larch,European larch,Larix decidua,0.48,60.05,Original,deciduous,9.0
30339,26640054,South Bristol Sports Centre (Imperial),360964.54,169858.97,360964.54,169858.97,360964.54,169858.97,Larix decidua,Larch,European larch,Larix decidua,0.36,60.05,Original,deciduous,9.0
30340,26640056,South Bristol Sports Centre (Imperial),361110.04,169836.16,361110.04,169836.16,361110.04,169836.16,Acer platanoides,Maple,Norway maple,Acer platanoides,0.22,60.05,Original,deciduous,6.0
30341,26640057,South Bristol Sports Centre (Imperial),361109.47,169841.6,361109.47,169841.6,361109.47,169841.6,Acer platanoides,Maple,Norway maple,Acer platanoides,0.22,60.05,Original,deciduous,6.0
30342,26640059,South Bristol Sports Centre (Imperial),361098.55,169826.26,361098.55,169826.26,361098.55,169826.26,Sorbus aria,Whitebeam,Whitebeam,Sorbus aria,0.41,60.05,Original,deciduous,10.0
30343,26640061,South Bristol Sports Centre (Imperial),361094.1,169826.64,361094.1,169826.64,361094.1,169826.64,Larix decidua,Larch,European larch,Larix decidua,0.25,60.05,Original,deciduous,10.0
30344,26640062,South Bristol Sports Centre (Imperial),361091.45,169826.39,361091.45,169826.39,361091.45,169826.39,Larix decidua,Larch,European larch,Larix decidua,0.25,60.05,Original,deciduous,9.0
30345,26640063,South Bristol Sports Centre (Imperial),361089.17,169826.64,361089.17,169826.64,361089.17,169826.64,Larix decidua,Larch,European larch,Larix decidua,0.32,60.05,Original,deciduous,10.0
30346,26640064,South Bristol Sports Centre (Imperial),361085.99,169826.77,361085.99,169826.77,361085.99,169826.77,Larix decidua,Larch,European larch,Larix decidua,0.23,60.05,Original,deciduous,6.0
30347,26640065,South Bristol Sports Centre (Imperial),361082.95,169826.64,361082.95,169826.64,361082.95,169826.64,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.25,150.05,Original,deciduous,12.0
30348,26640066,South Bristol Sports Centre (Imperial),361080.04,169826.52,361080.04,169826.52,361080.04,169826.52,Larix decidua,Larch,European larch,Larix decidua,0.19,60.05,Original,deciduous,10.0
30349,26640067,South Bristol Sports Centre (Imperial),361077.0,169826.9,361077.0,169826.9,361077.0,169826.9,Larix decidua,Larch,European larch,Larix decidua,0.32,60.05,Original,deciduous,10.0
30350,26640068,South Bristol Sports Centre (Imperial),361069.39,169827.91,361069.39,169827.91,361069.39,169827.91,Larix decidua,Larch,European larch,Larix decidua,0.26,60.05,Original,deciduous,6.0
30351,26640069,South Bristol Sports Centre (Imperial),361066.47,169828.42,361066.47,169828.42,361066.47,169828.42,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.38,150.05,Original,deciduous,12.0
30352,26640070,South Bristol Sports Centre (Imperial),361063.56,169828.8,361063.56,169828.8,361063.56,169828.8,Larix decidua,Larch,European larch,Larix decidua,0.27,60.05,Original,deciduous,6.0
30353,26640071,South Bristol Sports Centre (Imperial),361058.73,169829.56,361058.73,169829.56,361058.73,169829.56,Larix decidua,Larch,European larch,Larix decidua,0.22,60.05,Original,deciduous,5.0
30354,26640072,South Bristol Sports Centre (Imperial),361049.61,169831.08,361049.61,169831.08,361049.61,169831.08,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.25,60.05,Original,deciduous,12.0
30355,26640073,South Bristol Sports Centre (Imperial),361046.06,169831.72,361046.06,169831.72,361046.06,169831.72,Larix decidua,Larch,European larch,Larix decidua,0.29,60.05,Original,deciduous,10.0
30356,26640074,South Bristol Sports Centre (Imperial),361043.52,169832.1,361043.52,169832.1,361043.52,169832.1,Larix decidua,Larch,European larch,Larix decidua,0.26,60.05,Original,deciduous,6.0
30357,26640075,South Bristol Sports Centre (Imperial),361040.1,169832.73,361040.1,169832.73,361040.1,169832.73,Larix decidua,Larch,European larch,Larix decidua,0.26,60.05,Original,deciduous,6.0
30358,26640076,South Bristol Sports Centre (Imperial),361036.3,169832.86,361036.3,169832.86,361036.3,169832.86,Larix decidua,Larch,European larch,Larix decidua,0.23,60.05,Original,deciduous,5.0
30359,26640077,South Bristol Sports Centre (Imperial),360956.28,169861.24,360956.28,169861.24,360956.28,169861.24,Fagus sylvatica,Beech,Common beech,Fagus sylvatica,0.85,275.05,Original,deciduous,14.0
30360,26640078,South Bristol Sports Centre (Imperial),360952.75,169867.97,360952.75,169867.97,360952.75,169867.97,Prunus cerasifera Pissardii,Plum,Cherry plum,Prunus cerasifera Pissardii,0.4,60.05,Original,deciduous,7.0
30361,26640079,South Bristol Sports Centre (Imperial),360944.38,169867.97,360944.38,169867.97,360944.38,169867.97,Prunus laurocerasus,Laurel,Cherry Laurel,Prunus laurocerasus,0.14,60.05,Original,evergreen,6.0
30362,26640080,South Bristol Sports Centre (Imperial),360929.77,169859.98,360929.77,169859.98,360929.77,169859.98,Populus nigra,Poplar,Black poplar,Populus nigra,0.6,275.05,Original,deciduous,20.0
30363,26640081,South Bristol Sports Centre (Imperial),360928.73,169862.09,360928.73,169862.09,360928.73,169862.09,Populus nigra,Poplar,Black poplar,Populus nigra,0.7000000000000001,275.05,Original,deciduous,22.0
30364,26640082,South Bristol Sports Centre (Imperial),360927.79,169865.09,360927.79,169865.09,360927.79,169865.09,Populus nigra,Poplar,Black poplar,Populus nigra,0.7000000000000001,150.05,Original,deciduous,12.0
30365,26640083,South Bristol Sports Centre (Imperial),360946.5,169920.32,360946.5,169920.32,360946.5,169920.32,Aesculus hippocastanum,Horse Chestnut,Horse chestnut,Aesculus hippocastanum,0.7000000000000001,60.05,Original,deciduous,12.0
30366,26640084,South Bristol Sports Centre (Imperial),360925.21,169869.23,360925.21,169869.23,360925.21,169869.23,Populus nigra,Poplar,Black poplar,Populus nigra,0.81,275.05,Original,deciduous,20.0
30367,26640085,South Bristol Sports Centre (Imperial),360949.16,169975.94,360949.16,169975.94,360949.16,169975.94,Populus nigra,Poplar,Black poplar,Populus nigra,0.93,60.05,Original,deciduous,6.0
30368,26640086,South Bristol Sports Centre (Imperial),361055.19,169829.81,361055.19,169829.81,361055.19,169829.81,Larix decidua,Larch,European larch,Larix decidua,0.22,60.05,Original,deciduous,6.0
30369,26640088,South Bristol Sports Centre (Imperial),360927.06,169867.71,360927.06,169867.71,360927.06,169867.71,Populus nigra,Poplar,Black poplar,Populus nigra,0.76,275.05,Original,deciduous,23.0
30370,26640089,South Bristol Sports Centre (Imperial),360927.83,169972.74,360927.83,169972.74,360927.83,169972.74,Populus nigra,Poplar,Black poplar,Populus nigra,0.87,528.55,Original,deciduous,24.0
30371,26640090,South Bristol Sports Centre (Imperial),360924.04,169970.78,360924.04,169970.78,360924.04,169970.78,Populus nigra,Poplar,Black poplar,Populus nigra,0.87,528.55,Original,deciduous,24.0
30372,26640091,South Bristol Sports Centre (Imperial),360933.66,169974.37,360933.66,169974.37,360933.66,169974.37,Populus nigra,Poplar,Black poplar,Populus nigra,0.85,275.05,Original,deciduous,22.0
30373,26640092,South Bristol Sports Centre (Imperial),360938.59,169976.06,360938.59,169976.06,360938.59,169976.06,Populus nigra,Poplar,Black poplar,Populus nigra,0.96,528.55,Original,deciduous,28.0
30374,26640093,South Bristol Sports Centre (Imperial),360923.65,169886.82,360923.65,169886.82,360923.65,169886.82,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.09,10.0,Original,deciduous,5.0
30375,26640094,South Bristol Sports Centre (Imperial),360934.01,169895.33,360934.01,169895.33,360934.01,169895.33,Quercus robur,Oak,English oak,Quercus robur,0.09,10.0,Original,deciduous,3.0
30376,26640095,South Bristol Sports Centre (Imperial),360925.3,169888.68,360925.3,169888.68,360925.3,169888.68,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.09,10.0,Original,deciduous,5.0
30377,26640096,South Bristol Sports Centre (Imperial),360925.99,169885.84,360925.99,169885.84,360925.99,169885.84,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.09,10.0,Original,deciduous,5.0
30378,26640097,South Bristol Sports Centre (Imperial),360930.19,169882.91,360930.19,169882.91,360930.19,169882.91,Acer campestre,Field Maple,Field maple,Acer campestre,0.09,10.0,Original,deciduous,4.0
30379,26640098,South Bristol Sports Centre (Imperial),360935.57,169888.0,360935.57,169888.0,360935.57,169888.0,Quercus robur,Oak,English oak,Quercus robur,0.09,10.0,Original,deciduous,3.0
30380,26640099,South Bristol Sports Centre (Imperial),360931.46,169876.94,360931.46,169876.94,360931.46,169876.94,Acer campestre,Field Maple,Field maple,Acer campestre,0.09,10.0,Original,deciduous,4.0
30381,26640100,South Bristol Sports Centre (Imperial),360937.33,169881.05,360937.33,169881.05,360937.33,169881.05,Quercus robur,Oak,English oak,Quercus robur,0.09,10.0,Original,deciduous,3.0
30382,26640101,South Bristol Sports Centre (Imperial),360933.13,169870.19,360933.13,169870.19,360933.13,169870.19,Acer campestre,Field Maple,Field maple,Acer campestre,0.09,10.0,Original,deciduous,4.0
30383,26640102,South Bristol Sports Centre (Imperial),360938.6,169874.11,360938.6,169874.11,360938.6,169874.11,Quercus robur,Oak,English oak,Quercus robur,0.09,10.0,Original,deciduous,3.0
30384,26640103,South Bristol Sports Centre (Imperial),360940.95,169866.49,360940.95,169866.49,360940.95,169866.49,Quercus robur,Oak,English oak,Quercus robur,0.09,10.0,Original,deciduous,3.0
30385,26640104,South Bristol Sports Centre (Imperial),360954.85,169976.4,360954.85,169976.4,360954.85,169976.4,Populus nigra,Poplar,Black poplar,Populus nigra,0.87,60.05,Original,deciduous,6.0
30386,26640105,South Bristol Sports Centre (Imperial),361124.45,169845.7,361124.45,169845.7,361124.45,169845.7,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.02,10.0,Original,deciduous,3.0
30387,26640106,South Bristol Sports Centre (Imperial),361139.6,169844.4,361139.6,169844.4,361139.6,169844.4,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.02,10.0,Original,deciduous,3.0
30390,26640109,South Bristol Sports Centre (Imperial),361151.0,169859.69,361151.0,169859.69,361151.0,169859.69,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.02,10.0,Original,deciduous,3.0
30391,26640110,South Bristol Sports Centre (Imperial),361145.17,169866.43,361145.17,169866.43,361145.17,169866.43,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.02,10.0,Original,deciduous,3.0
30392,26640111,South Bristol Sports Centre (Imperial),361152.95,169871.48,361152.95,169871.48,361152.95,169871.48,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.02,10.0,Original,deciduous,3.0
30393,26640112,South Bristol Sports Centre (Imperial),361152.69,169877.18,361152.69,169877.18,361152.69,169877.18,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.02,10.0,Original,deciduous,3.0
30394,26640113,South Bristol Sports Centre (Imperial),361126.26,169830.41,361126.26,169830.41,361126.26,169830.41,Tilia x euchlora,Lime,Crimean lime,Tilia x euchlora,0.02,10.0,Original,deciduous,3.0
30456,26640175,South Bristol Sports Centre (Imperial),361162.81,169911.83,361162.81,169911.83,361162.81,169911.83,Quercus robur,Oak,English oak,Quercus robur,1.12,275.05,Original,deciduous,9.0
30457,26640176,South Bristol Sports Centre (Imperial),361181.04,169916.58,361181.04,169916.58,361181.04,169916.58,Quercus robur,Oak,English oak,Quercus robur,0.06,10.0,Original,deciduous,3.0
30458,26640177,South Bristol Sports Centre (Imperial),361177.4,169931.16,361177.4,169931.16,361177.4,169931.16,Quercus robur,Oak,English oak,Quercus robur,0.06,10.0,Original,deciduous,3.0
30466,26640185,South Bristol Sports Centre (Imperial),361195.63,169959.24,361195.63,169959.24,361195.63,169959.24,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.06,10.0,Original,deciduous,3.0
30467,26640186,South Bristol Sports Centre (Imperial),361190.52,169967.26,361190.52,169967.26,361190.52,169967.26,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.06,10.0,Original,deciduous,3.0
30468,26640187,South Bristol Sports Centre (Imperial),361140.2,169914.75,361140.2,169914.75,361140.2,169914.75,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.06,10.0,Original,deciduous,3.0
30469,26640188,South Bristol Sports Centre (Imperial),361142.4,169923.87,361142.4,169923.87,361142.4,169923.87,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.06,10.0,Original,deciduous,3.0
30470,26640189,South Bristol Sports Centre (Imperial),361135.47,169924.96,361135.47,169924.96,361135.47,169924.96,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.06,10.0,Original,deciduous,3.0
30471,26640190,South Bristol Sports Centre (Imperial),361132.55,169916.21,361132.55,169916.21,361132.55,169916.21,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.06,10.0,Original,deciduous,3.0
30472,26640191,South Bristol Sports Centre (Imperial),361149.68,169887.77,361149.68,169887.77,361149.68,169887.77,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.06,10.0,Original,deciduous,3.0
30473,26640192,South Bristol Sports Centre (Imperial),360952.07,169877.38,360952.07,169877.38,360952.07,169877.38,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.45,150.05,Original,deciduous,10.0
30474,26640193,South Bristol Sports Centre (Imperial),361076.19,169835.09,361076.19,169835.09,361076.19,169835.09,Carpinus betulus,Hornbeam,Hornbeam,Carpinus betulus,0.09,10.0,Original,deciduous,3.0
30475,26640194,South Bristol Sports Centre (Imperial),361073.35,169832.07,361073.35,169832.07,361073.35,169832.07,Carpinus betulus,Hornbeam,Hornbeam,Carpinus betulus,0.09,10.0,Original,deciduous,3.0
30476,26640195,South Bristol Sports Centre (Imperial),361061.81,169831.28,361061.81,169831.28,361061.81,169831.28,Prunus padus,Cherry,Bird cherry,Prunus padus,0.09,10.0,Original,deciduous,3.0
30477,26640196,South Bristol Sports Centre (Imperial),361059.85,169834.21,361059.85,169834.21,361059.85,169834.21,Prunus padus,Cherry,Bird cherry,Prunus padus,0.09,10.0,Original,deciduous,3.0
30478,26640197,South Bristol Sports Centre (Imperial),361032.97,169835.19,361032.97,169835.19,361032.97,169835.19,Carpinus betulus,Hornbeam,Hornbeam,Carpinus betulus,0.09,10.0,Original,deciduous,3.0
30479,26640198,South Bristol Sports Centre (Imperial),361005.3,169835.09,361005.3,169835.09,361005.3,169835.09,Sorbus aucuparia,Rowan,Rowan,Sorbus aucuparia,0.09,10.0,Original,deciduous,3.0
30480,26640199,South Bristol Sports Centre (Imperial),360995.32,169834.01,360995.32,169834.01,360995.32,169834.01,Sorbus aucuparia,Rowan,Rowan,Sorbus aucuparia,0.09,10.0,Original,deciduous,3.0
30481,26640200,South Bristol Sports Centre (Imperial),361077.85,169832.75,361077.85,169832.75,361077.85,169832.75,Carpinus betulus,Hornbeam,Hornbeam,Carpinus betulus,0.09,10.0,Original,deciduous,3.0
30482,26640201,South Bristol Sports Centre (Imperial),360926.09,169926.72,360926.09,169926.72,360926.09,169926.72,Quercus robur,Oak,English oak,Quercus robur,0.09,10.0,Original,deciduous,3.0
30483,26640202,South Bristol Sports Centre (Imperial),360924.42,169933.96,360924.42,169933.96,360924.42,169933.96,Quercus robur,Oak,English oak,Quercus robur,0.09,10.0,Original,deciduous,3.0
30484,26640203,South Bristol Sports Centre (Imperial),360933.42,169935.72,360933.42,169935.72,360933.42,169935.72,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.09,10.0,Original,deciduous,3.0
30485,26640204,South Bristol Sports Centre (Imperial),360919.14,169929.56,360919.14,169929.56,360919.14,169929.56,Acer campestre,Field Maple,Field maple,Acer campestre,0.09,10.0,Original,deciduous,3.0
30486,26640205,South Bristol Sports Centre (Imperial),360927.46,169921.05,360927.46,169921.05,360927.46,169921.05,Acer campestre,Field Maple,Field maple,Acer campestre,0.09,10.0,Original,deciduous,4.0
30487,26640206,South Bristol Sports Centre (Imperial),360922.37,169917.82,360922.37,169917.82,360922.37,169917.82,Acer campestre,Field Maple,Field maple,Acer campestre,0.09,10.0,Original,deciduous,4.0
