,Unnamed: 0,OBJECTID,SITE_NAME,X,Y,EXTENT_EASTING_1,EXTENT_NORTHING_1,EXTENT_EASTING_2,EXTENT_NORTHING_2,LATIN_NAME,COMMON_NAME,FULL_COMMON_NAME,TREE_SPECIES,CROWN_WIDTH,CROWN_HEIGHT,DBH,PLANTING_SEASON,CROWN_AREA_MIDPOINT,CROWN_AREA_COMPLETE,Data Source
22046,22046,26631672,Eccleston and Pheonix House Res Land,360956.91,172960.47,360956.91,172960.47,360956.91,172960.47,Platanus x acerifolia,Plane,Unidentified plane,Platanus x acerifolia,19.0,18.0,0.71,Not Applicable,275.05,275.05,Original
22047,22047,26631673,Eccleston and Pheonix House Res Land,360978.23,172970.53,360978.23,172970.53,360978.23,172970.53,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,19.0,16.0,0.68,Not Applicable,275.05,275.05,Original
22048,22048,26631674,Eccleston and Pheonix House Res Land,360982.02,172966.03,360982.02,172966.03,360982.02,172966.03,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,13.0,15.0,0.46,Not Applicable,150.05,150.05,Original
22049,22049,26631675,Eccleston and Pheonix House Res Land,360985.81,172961.54,360985.81,172961.54,360985.81,172961.54,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,14.0,14.0,0.4,Not Applicable,150.05,150.05,Original
22050,22050,26631676,Eccleston and Pheonix House Res Land,360989.94,172956.23,360989.94,172956.23,360989.94,172956.23,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,11.0,10.0,0.47,Not Applicable,150.05,150.05,Original
22051,22051,26631677,Eccleston and Pheonix House Res Land,360938.85,172915.62,360938.85,172915.62,360938.85,172915.62,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,15.0,12.0,0.51,Not Applicable,150.05,150.05,Original
22052,22052,26631678,Eccleston and Pheonix House Res Land,360926.19,172923.19,360926.19,172923.19,360926.19,172923.19,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,16.0,13.0,0.45,Not Applicable,275.05,275.05,Original
22053,22053,26631679,Eccleston and Pheonix House Res Land,360892.5,172907.87,360892.5,172907.87,360892.5,172907.87,Carpinus betulus,Hornbeam,Hornbeam,Carpinus betulus,16.0,13.0,0.43,Not Applicable,275.05,275.05,Original
22054,22054,26631680,Eccleston and Pheonix House Res Land,360887.32,172908.01,360887.32,172908.01,360887.32,172908.01,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,16.0,16.0,0.65,Not Applicable,275.05,275.05,Original
22055,22055,26631681,Eccleston and Pheonix House Res Land,360928.68,172883.82,360928.68,172883.82,360928.68,172883.82,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,12.0,11.0,0.41,Not Applicable,150.05,150.05,Original
22056,22056,26631682,Eccleston and Pheonix House Res Land,360910.07,172931.56,360910.07,172931.56,360910.07,172931.56,Betula pendula,Silver Birch,Silver birch,Betula pendula,5.0,7.0,0.21,Not Applicable,60.05,60.05,Original
22057,22057,26631683,Eccleston and Pheonix House Res Land,360904.85,172929.37,360904.85,172929.37,360904.85,172929.37,Betula pendula,Silver Birch,Silver birch,Betula pendula,5.0,6.0,0.18,Not Applicable,60.05,60.05,Original
22058,22058,26631684,Eccleston and Pheonix House Res Land,360947.14,172923.47,360947.14,172923.47,360947.14,172923.47,Prunus avium Plena,Cherry,Double white cherry,Prunus avium Plena,5.0,5.0,0.14,Not Applicable,60.05,60.05,Original
22059,22059,26631685,Eccleston and Pheonix House Res Land,360952.36,172929.03,360952.36,172929.03,360952.36,172929.03,Pinus sylvestris,Scots Pine,Scots pine,Pinus sylvestris,4.0,4.0,0.09,Not Applicable,10.0,10.0,Original
22060,22060,26631686,Eccleston and Pheonix House Res Land,360962.3,172931.73,360962.3,172931.73,360962.3,172931.73,Malus domestica,Apple,Apple,Malus domestica,4.0,4.0,0.09,Not Applicable,10.0,10.0,Original
22061,22061,26631687,Eccleston and Pheonix House Res Land,360971.57,172928.86,360971.57,172928.86,360971.57,172928.86,Pyrus - Species Unknown,Pear,Unidentified pear,Pyrus - Species Unknown,3.0,3.0,0.09,Not Applicable,10.0,10.0,Original
22062,22062,26631688,Eccleston and Pheonix House Res Land,360976.35,172916.78,360976.35,172916.78,360976.35,172916.78,Carpinus betulus,Hornbeam,Hornbeam,Carpinus betulus,4.0,4.0,0.1995770065075922,Not Applicable,10.0,10.0,Original
22063,22063,26631689,Eccleston and Pheonix House Res Land,360965.5,172910.83,360965.5,172910.83,360965.5,172910.83,Betula pendula,Silver Birch,Silver birch,Betula pendula,5.0,5.0,0.15,Not Applicable,60.05,60.05,Original
22064,22064,26631690,Eccleston and Pheonix House Res Land,361006.43,172906.29,361006.43,172906.29,361006.43,172906.29,Betula pendula,Silver Birch,Silver birch,Betula pendula,4.0,5.0,0.08,Not Applicable,10.0,10.0,Original
22065,22065,26631691,Brentry Primary School,357688.35,179558.27,357688.35,179558.27,357688.35,179558.27,Prunus avium,Cherry,Wild cherry,Prunus avium,2.0,5.0,0.06,Not Applicable,10.0,10.0,Original
22066,22066,26631692,Eccleston and Pheonix House Res Land,361008.12,172907.97,361008.12,172907.97,361008.12,172907.97,Betula pendula,Silver Birch,Silver birch,Betula pendula,4.0,5.0,0.05,Not Applicable,10.0,10.0,Original
22067,22067,26631693,Eccleston and Pheonix House Res Land,361022.02,172913.53,361022.02,172913.53,361022.02,172913.53,Prunus avium,Cherry,Wild cherry,Prunus avium,6.0,6.0,0.25,Not Applicable,60.05,60.05,Original
22068,22068,26631694,Eccleston and Pheonix House Res Land,361002.95,172948.65,361002.95,172948.65,361002.95,172948.65,Betula utilis jacquemontii,Birch,Jacquemont's birch,Betula utilis jacquemontii,8.0,8.0,0.17,Not Applicable,60.05,60.05,Original
22069,22069,26631695,Brentry Primary School,357692.19,179559.18,357692.19,179559.18,357692.19,179559.18,Fagus sylvatica,Beech,Common beech,Fagus sylvatica,2.0,4.0,0.06,Not Applicable,10.0,10.0,Original
22070,22070,26631696,Brentry Primary School,357690.17,179558.78,357690.17,179558.78,357690.17,179558.78,Fagus sylvatica,Beech,Common beech,Fagus sylvatica,2.0,4.0,0.06,Not Applicable,10.0,10.0,Original
22071,22071,26631697,Brentry Primary School,357686.83,179557.87,357686.83,179557.87,357686.83,179557.87,Fagus sylvatica,Beech,Common beech,Fagus sylvatica,2.0,5.0,0.09,Not Applicable,10.0,10.0,Original
22072,22072,26631698,Brentry Primary School,357683.8,179557.16,357683.8,179557.16,357683.8,179557.16,Fagus sylvatica,Beech,Common beech,Fagus sylvatica,2.0,5.0,0.11,Not Applicable,10.0,10.0,Original
22073,22073,26631699,Brentry Primary School,357680.86,179556.55,357680.86,179556.55,357680.86,179556.55,Fagus sylvatica,Beech,Common beech,Fagus sylvatica,3.0,7.0,0.12,Not Applicable,60.05,60.05,Original
22074,22074,26631700,Brentry Primary School,357680.56,179557.87,357680.56,179557.87,357680.56,179557.87,Quercus robur,Oak,English oak,Quercus robur,3.0,7.0,0.11,Not Applicable,60.05,60.05,Original
22075,22075,26631701,Brentry Primary School,357678.13,179556.05,357678.13,179556.05,357678.13,179556.05,Fagus sylvatica,Beech,Common beech,Fagus sylvatica,3.0,7.0,0.14,Not Applicable,60.05,60.05,Original
22076,22076,26631702,Brentry Primary School,357675.5,179555.34,357675.5,179555.34,357675.5,179555.34,Fagus sylvatica,Beech,Common beech,Fagus sylvatica,3.0,9.0,0.13,Not Applicable,60.05,60.05,Original
22077,22077,26631703,Brentry Primary School,357673.28,179554.83,357673.28,179554.83,357673.28,179554.83,Fagus sylvatica,Beech,Common beech,Fagus sylvatica,3.0,9.0,0.14,Not Applicable,60.05,60.05,Original
22078,22078,26631704,Brentry Primary School,357675.44,179547.73,357675.44,179547.73,357675.44,179547.73,Populus nigra Italica,Poplar,Lombardy poplar,Populus nigra Italica,8.0,9.0,0.49,Not Applicable,60.05,60.05,Original
22079,22079,26631705,Brentry Primary School,357670.54,179542.9,357670.54,179542.9,357670.54,179542.9,Populus nigra Italica,Poplar,Lombardy poplar,Populus nigra Italica,8.0,11.0,0.68,Not Applicable,60.05,60.05,Original
22080,22080,26631706,Brentry Primary School,357657.5,179521.45,357657.5,179521.45,357657.5,179521.45,Populus nigra Italica,Poplar,Lombardy poplar,Populus nigra Italica,10.0,12.0,0.86,Not Applicable,150.05,150.05,Original
22081,22081,26631707,Brentry Primary School,357651.73,179511.53,357651.73,179511.53,357651.73,179511.53,Populus nigra Italica,Poplar,Lombardy poplar,Populus nigra Italica,8.0,12.0,0.8200000000000001,Not Applicable,60.05,60.05,Original
22082,22082,26631708,Brentry Primary School,357664.87,179483.7,357664.87,179483.7,357664.87,179483.7,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,14.0,13.0,0.5,Not Applicable,150.05,150.05,Original
22083,22083,26631709,Brentry Primary School,357685.41,179487.56,357685.41,179487.56,357685.41,179487.56,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,13.0,10.0,0.44,Not Applicable,150.05,150.05,Original
22084,22084,26631710,Brentry Primary School,357744.57,179498.71,357744.57,179498.71,357744.57,179498.71,Taxus baccata,Yew,Yew,Taxus baccata,5.0,5.0,0.17,Not Applicable,60.05,60.05,Original
22085,22085,26631711,Brentry Primary School,357776.93,179462.51,357776.93,179462.51,357776.93,179462.51,Tilia x euchlora,Lime,Crimean lime,Tilia x euchlora,12.0,11.0,0.54,Not Applicable,150.05,150.05,Original
22086,22086,26631712,Brentry Primary School,357777.07,179471.7,357777.07,179471.7,357777.07,179471.7,Betula pendula,Silver Birch,Silver birch,Betula pendula,12.0,12.0,0.35,Not Applicable,150.05,150.05,Original
22087,22087,26631713,Brentry Primary School,357780.61,179477.67,357780.61,179477.67,357780.61,179477.67,Acer platanoides,Maple,Norway maple,Acer platanoides,12.0,8.0,0.31,Not Applicable,60.05,60.05,Original
22088,22088,26631714,Brentry Primary School,357758.66,179484.81,357758.66,179484.81,357758.66,179484.81,Betula pendula,Silver Birch,Silver birch,Betula pendula,13.0,10.0,0.41,Not Applicable,150.05,150.05,Original
22089,22089,26631715,Brentry Primary School,357734.97,179484.98,357734.97,179484.98,357734.97,179484.98,Salix x sepulcralis chrysocoma,Willow,Golden weeping willow,Salix x sepulcralis chrysocoma,11.0,10.0,0.71,Not Applicable,150.05,150.05,Original
22090,22090,26631716,Brentry Primary School,357699.92,179438.17,357699.92,179438.17,357699.92,179438.17,Tilia cordata Greenspire,Lime,Small-leaved lime cultivar,Tilia cordata Greenspire,11.0,11.0,0.44,Not Applicable,150.05,150.05,Original
22091,22091,26631717,Brentry Primary School,357727.66,179485.8,357727.66,179485.8,357727.66,179485.8,Larix decidua,Larch,European larch,Larix decidua,10.0,6.0,0.25,Not Applicable,60.05,60.05,Original
22092,22092,26631718,Brentry Primary School,357724.34,179483.5,357724.34,179483.5,357724.34,179483.5,Sorbus aucuparia,Rowan,Rowan,Sorbus aucuparia,6.0,3.0,0.14,Not Applicable,10.0,10.0,Original
22093,22093,26631719,Brentry Primary School,357718.23,179480.14,357718.23,179480.14,357718.23,179480.14,Acer platanoides,Maple,Norway maple,Acer platanoides,15.0,10.0,0.45,Not Applicable,150.05,150.05,Original
22094,22094,26631720,Brentry Primary School,357714.32,179471.77,357714.32,179471.77,357714.32,179471.77,Prunus cerasifera Pissardii,Plum,Cherry plum,Prunus cerasifera Pissardii,9.0,5.0,0.3,Not Applicable,60.05,60.05,Original
22095,22095,26631721,Brentry Primary School,357707.31,179456.09,357707.31,179456.09,357707.31,179456.09,Acer platanoides,Maple,Norway maple,Acer platanoides,17.0,10.0,0.53,Not Applicable,150.05,150.05,Original
22096,22096,26631722,Brentry Primary School,357701.21,179434.68,357701.21,179434.68,357701.21,179434.68,Betula pendula,Silver Birch,Silver birch,Betula pendula,10.0,8.0,0.29,Not Applicable,60.05,60.05,Original
22097,22097,26631723,Brentry Primary School,357682.57,179444.82,357682.57,179444.82,357682.57,179444.82,Sorbus aucuparia,Rowan,Rowan,Sorbus aucuparia,8.0,4.0,0.22,Not Applicable,60.05,60.05,Original
22098,22098,26631724,Brentry Primary School,357672.61,179446.26,357672.61,179446.26,357672.61,179446.26,Sorbus aucuparia,Rowan,Rowan,Sorbus aucuparia,5.0,3.0,0.14,Not Applicable,10.0,10.0,Original
22099,22099,26631725,Brentry Primary School,357663.92,179448.11,357663.92,179448.11,357663.92,179448.11,Tilia x euchlora,Lime,Crimean lime,Tilia x euchlora,10.0,9.0,0.47,Not Applicable,60.05,60.05,Original
22100,22100,26631726,Brentry Primary School,357639.51,179451.29,357639.51,179451.29,357639.51,179451.29,Tilia x euchlora,Lime,Crimean lime,Tilia x euchlora,16.0,13.0,0.5,Not Applicable,275.05,275.05,Original
22101,22101,26631727,Brentry Primary School,357631.15,179456.61,357631.15,179456.61,357631.15,179456.61,Prunus padus,Cherry,Bird cherry,Prunus padus,10.0,8.0,0.3,Not Applicable,60.05,60.05,Original
22102,22102,26631728,Brentry Primary School,357793.14,179365.41,357793.14,179365.41,357793.14,179365.41,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,4.0,4.0,0.1,Not Applicable,10.0,10.0,Original
22103,22103,26631729,Brentry Primary School,357793.55,179364.12,357793.55,179364.12,357793.55,179364.12,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,4.0,4.0,0.1,Not Applicable,10.0,10.0,Original
22104,22104,26631730,Brentry Primary School,357793.87,179362.59,357793.87,179362.59,357793.87,179362.59,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,4.0,4.0,0.1,Not Applicable,10.0,10.0,Original
22105,22105,26631731,Brentry Primary School,357794.99,179363.08,357794.99,179363.08,357794.99,179363.08,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,4.0,4.0,0.1,Not Applicable,10.0,10.0,Original
22106,22106,26631732,Brentry Primary School,357896.07,179547.17,357896.07,179547.17,357896.07,179547.17,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,11.0,8.0,0.4,Not Applicable,60.05,60.05,Original
22107,22107,26631733,Brentry Primary School,357886.97,179467.01,357886.97,179467.01,357886.97,179467.01,Populus - Species Unknown,Poplar,Unidentified poplar,Populus - Species Unknown,16.0,13.0,0.5403364269141531,Not Applicable,275.05,275.05,Original
22108,22108,26631734,Brentry Primary School,357877.86,179540.76,357877.86,179540.76,357877.86,179540.76,Populus nigra Italica,Poplar,Lombardy poplar,Populus nigra Italica,10.0,18.0,0.8,Not Applicable,150.05,150.05,Original
22109,22109,26631735,Brentry Primary School,357889.24,179538.53,357889.24,179538.53,357889.24,179538.53,Populus - Species Unknown,Poplar,Unidentified poplar,Populus - Species Unknown,14.0,6.0,0.8,Not Applicable,60.05,60.05,Original
22110,22110,26631736,Brentry Primary School,357901.18,179559.0,357901.18,179559.0,357901.18,179559.0,Sorbus aucuparia,Rowan,Rowan,Sorbus aucuparia,12.0,5.0,0.25,Not Applicable,60.05,60.05,Original
22111,22111,26631737,Brentry Primary School,357889.16,179555.16,357889.16,179555.16,357889.16,179555.16,Populus - Species Unknown,Poplar,Unidentified poplar,Populus - Species Unknown,23.0,15.0,0.8,Not Applicable,275.05,275.05,Original
22112,22112,26631738,Brentry Primary School,357874.22,179549.89,357874.22,179549.89,357874.22,179549.89,Populus nigra Italica,Poplar,Lombardy poplar,Populus nigra Italica,6.0,18.0,0.55,Not Applicable,150.05,150.05,Original
22113,22113,26631739,Brentry Primary School,357869.8,179557.29,357869.8,179557.29,357869.8,179557.29,Acer platanoides,Maple,Norway maple,Acer platanoides,14.0,8.0,0.36,Not Applicable,150.05,150.05,Original
22114,22114,26631740,Brentry Primary School,357851.02,179554.38,357851.02,179554.38,357851.02,179554.38,Populus x canadensis,Poplar,Hybrid black poplar,Populus x canadensis,17.0,15.0,0.54,Not Applicable,275.05,275.05,Original
22115,22115,26631741,Brentry Primary School,357837.86,179555.59,357837.86,179555.59,357837.86,179555.59,Populus x canadensis,Poplar,Hybrid black poplar,Populus x canadensis,15.0,16.0,0.5,Not Applicable,275.05,275.05,Original
22116,22116,26631742,Brentry Primary School,357643.38,179437.44,357643.38,179437.44,357643.38,179437.44,Tilia cordata,Lime,Small-leaved lime,Tilia cordata,10.0,9.0,0.47,Not Applicable,60.05,60.05,Original
22117,22117,26631743,Brentry Primary School,357658.09,179433.32,357658.09,179433.32,357658.09,179433.32,Salix alba,Willow,White willow,Salix alba,18.0,13.0,1.02,Not Applicable,275.05,275.05,Original
22118,22118,26631744,Brentry Primary School,357674.65,179429.77,357674.65,179429.77,357674.65,179429.77,Tilia x europea,Lime,European lime,Tilia x europea,12.0,10.0,0.54,Not Applicable,150.05,150.05,Original
22119,22119,26631745,Brentry Primary School,357707.18,179421.13,357707.18,179421.13,357707.18,179421.13,Sorbus intermedia,Whitebeam,Swedish whitebeam,Sorbus intermedia,9.0,5.0,0.31,Not Applicable,60.05,60.05,Original
22120,22120,26631746,Brentry Primary School,357707.78,179409.18,357707.78,179409.18,357707.78,179409.18,Aesculus hippocastanum,Horse Chestnut,Horse chestnut,Aesculus hippocastanum,12.0,9.0,0.47,Not Applicable,150.05,150.05,Original
22121,22121,26631747,Brentry Primary School,357717.39,179397.47,357717.39,179397.47,357717.39,179397.47,Prunus domestica,Plum,Plum,Prunus domestica,9.0,3.0,0.17,Not Applicable,60.05,60.05,Original
22122,22122,26631748,Brentry Primary School,357732.46,179386.84,357732.46,179386.84,357732.46,179386.84,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,20.0,32.0,0.6900000000000001,Not Applicable,528.55,528.55,Original
22123,22123,26631749,Brentry Primary School,357761.83,179387.37,357761.83,179387.37,357761.83,179387.37,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,12.0,10.0,0.52,Not Applicable,150.05,150.05,Original
22124,22124,26631750,Brentry Primary School,357772.98,179390.4,357772.98,179390.4,357772.98,179390.4,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,18.0,14.0,0.8,Not Applicable,275.05,275.05,Original
22125,22125,26631751,Brentry Primary School,357769.97,179404.32,357769.97,179404.32,357769.97,179404.32,Salix x sepulcralis chrysocoma,Willow,Golden weeping willow,Salix x sepulcralis chrysocoma,10.0,7.0,0.26,Not Applicable,60.05,60.05,Original
22126,22126,26631752,Brentry Primary School,357780.7,179440.8,357780.7,179440.8,357780.7,179440.8,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,10.0,5.0,0.25,Not Applicable,60.05,60.05,Original
22127,22127,26631753,Brentry Primary School,357773.04,179434.37,357773.04,179434.37,357773.04,179434.37,Sorbus intermedia,Whitebeam,Swedish whitebeam,Sorbus intermedia,6.0,4.0,0.27,Not Applicable,60.05,60.05,Original
22128,22128,26631754,Brentry Primary School,357774.79,179448.27,357774.79,179448.27,357774.79,179448.27,Prunus avium,Cherry,Wild cherry,Prunus avium,5.0,3.0,0.15,Not Applicable,10.0,10.0,Original
22129,22129,26631755,Brentry Primary School,357787.86,179471.52,357787.86,179471.52,357787.86,179471.52,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,20.0,11.0,0.5,Not Applicable,275.05,275.05,Original
22130,22130,26631756,Brentry Primary School,357786.06,179461.57,357786.06,179461.57,357786.06,179461.57,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,18.0,11.0,0.42,Not Applicable,150.05,150.05,Original
22131,22131,26631757,Brentry Primary School,357782.75,179450.46,357782.75,179450.46,357782.75,179450.46,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,16.0,11.0,0.45,Not Applicable,150.05,150.05,Original
22132,22132,26631758,Brentry Primary School,357779.99,179429.21,357779.99,179429.21,357779.99,179429.21,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,18.0,7.0,0.73,Not Applicable,150.05,150.05,Original
22133,22133,26631759,Brentry Primary School,357780.42,179419.14,357780.42,179419.14,357780.42,179419.14,Betula pendula,Silver Birch,Silver birch,Betula pendula,10.0,9.0,0.35,Not Applicable,60.05,60.05,Original
22134,22134,26631760,Brentry Primary School,357781.14,179407.02,357781.14,179407.02,357781.14,179407.02,Sorbus intermedia,Whitebeam,Swedish whitebeam,Sorbus intermedia,9.0,3.0,0.25,Not Applicable,60.05,60.05,Original
22135,22135,26631761,Brentry Primary School,357790.08,179383.08,357790.08,179383.08,357790.08,179383.08,Sorbus intermedia,Whitebeam,Swedish whitebeam,Sorbus intermedia,7.0,3.0,0.27,Not Applicable,60.05,60.05,Original
22136,22136,26631762,Brentry Primary School,357795.88,179371.43,357795.88,179371.43,357795.88,179371.43,Betula pendula,Silver Birch,Silver birch,Betula pendula,10.0,8.0,0.31,Not Applicable,60.05,60.05,Original
22137,22137,26631763,Brentry Primary School,357803.67,179369.23,357803.67,179369.23,357803.67,179369.23,Crataegus monogyna,Hawthorn,Common hawthorn,Crataegus monogyna,8.0,2.0,0.25,Not Applicable,10.0,10.0,Original
22138,22138,26631764,Brentry Primary School,357807.79,179373.36,357807.79,179373.36,357807.79,179373.36,Larix kaempferi,Larch,Japanese larch,Larix kaempferi,8.0,7.0,0.3,Not Applicable,60.05,60.05,Original
22139,22139,26631765,Brentry Primary School,357815.63,179377.7,357815.63,179377.7,357815.63,179377.7,Sorbus aucuparia,Rowan,Rowan,Sorbus aucuparia,9.0,6.0,0.44,Not Applicable,60.05,60.05,Original
22140,22140,26631766,Brentry Primary School,357809.86,179416.01,357809.86,179416.01,357809.86,179416.01,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,14.0,7.0,0.34,Not Applicable,60.05,60.05,Original
22141,22141,26631767,Brentry Primary School,357817.63,179421.84,357817.63,179421.84,357817.63,179421.84,Tilia cordata,Lime,Small-leaved lime,Tilia cordata,10.0,4.0,0.3,Not Applicable,60.05,60.05,Original
22142,22142,26631768,Brentry Primary School,357826.78,179427.8,357826.78,179427.8,357826.78,179427.8,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,12.0,6.0,0.28,Not Applicable,60.05,60.05,Original
22143,22143,26631769,Brentry Primary School,357829.65,179429.85,357829.65,179429.85,357829.65,179429.85,Sorbus aria,Whitebeam,Whitebeam,Sorbus aria,11.0,6.0,0.25,Not Applicable,60.05,60.05,Original
22144,22144,26631770,Brentry Primary School,357861.32,179451.25,357861.32,179451.25,357861.32,179451.25,Populus x canadensis,Poplar,Hybrid black poplar,Populus x canadensis,13.0,14.0,0.9,Not Applicable,150.05,150.05,Original
22145,22145,26631771,Brentry Primary School,357875.19,179459.13,357875.19,179459.13,357875.19,179459.13,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,18.0,13.0,0.96,Not Applicable,275.05,275.05,Original
22146,22146,26631772,Brentry Primary School,357802.94,179501.33,357802.94,179501.33,357802.94,179501.33,Platanus x acerifolia Pyramida,Plane,London plane cultivar,Platanus x acerifolia Pyramida,11.0,8.0,0.32,Not Applicable,60.05,60.05,Original
22147,22147,26631773,Brentry Primary School,357810.18,179528.44,357810.18,179528.44,357810.18,179528.44,Aesculus hippocastanum,Horse Chestnut,Horse chestnut,Aesculus hippocastanum,6.0,3.0,0.27,Not Applicable,10.0,10.0,Original
22148,22148,26631774,Brentry Primary School,357822.81,179554.59,357822.81,179554.59,357822.81,179554.59,Populus x canescens,Poplar,Grey poplar,Populus x canescens,18.0,16.0,0.6,Not Applicable,275.05,275.05,Original
22149,22149,26631775,Brentry Primary School,357810.34,179553.68,357810.34,179553.68,357810.34,179553.68,Populus x canescens,Poplar,Grey poplar,Populus x canescens,19.0,16.0,0.61,Not Applicable,275.05,275.05,Original
22150,22150,26631776,Brentry Primary School,357794.92,179554.25,357794.92,179554.25,357794.92,179554.25,Populus x canescens,Poplar,Grey poplar,Populus x canescens,9.0,13.0,0.33,Not Applicable,150.05,150.05,Original
22151,22151,26631777,Brentry Primary School,357784.06,179555.35,357784.06,179555.35,357784.06,179555.35,Populus tremula,Aspen,Aspen,Populus tremula,26.0,13.0,0.91,Not Applicable,275.05,275.05,Original
22152,22152,26631778,Brentry Primary School,357770.89,179557.6,357770.89,179557.6,357770.89,179557.6,Acer platanoides,Maple,Norway maple,Acer platanoides,15.0,8.0,0.32,Not Applicable,150.05,150.05,Original
22153,22153,26631779,Brentry Primary School,357759.09,179558.42,357759.09,179558.42,357759.09,179558.42,Populus x canescens,Poplar,Grey poplar,Populus x canescens,13.0,14.0,0.41,Not Applicable,150.05,150.05,Original
22154,22154,26631780,Brentry Primary School,357754.96,179528.39,357754.96,179528.39,357754.96,179528.39,Acer platanoides Crimson King,Maple,Norway maple 'Crimson King',Acer platanoides Crimson King,10.0,7.0,0.31,Not Applicable,60.05,60.05,Original
22155,22155,26631781,Brentry Primary School,357744.17,179540.91,357744.17,179540.91,357744.17,179540.91,Larix kaempferi,Larch,Japanese larch,Larix kaempferi,5.0,3.0,0.11,Not Applicable,10.0,10.0,Original
22156,22156,26631782,Brentry Primary School,357731.64,179555.13,357731.64,179555.13,357731.64,179555.13,Acer davidii,Maple,David's maple,Acer davidii,4.0,4.0,0.07,Not Applicable,10.0,10.0,Original
22157,22157,26631783,Brentry Primary School,357732.05,179565.35,357732.05,179565.35,357732.05,179565.35,Populus tremula,Aspen,Aspen,Populus tremula,7.0,15.0,0.68,Not Applicable,150.05,150.05,Original
22158,22158,26631784,Brentry Primary School,357723.82,179559.24,357723.82,179559.24,357723.82,179559.24,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,18.0,15.0,0.51,Not Applicable,275.05,275.05,Original
22159,22159,26631785,Brentry Primary School,357712.55,179561.16,357712.55,179561.16,357712.55,179561.16,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,19.0,15.0,0.61,Not Applicable,275.05,275.05,Original
22160,22160,26631786,Brentry Primary School,357704.43,179562.82,357704.43,179562.82,357704.43,179562.82,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,13.0,13.0,0.41,Not Applicable,150.05,150.05,Original
22161,22161,26631787,Brentry Primary School,357696.03,179565.66,357696.03,179565.66,357696.03,179565.66,Fagus sylvatica,Beech,Common beech,Fagus sylvatica,2.0,5.0,0.06,Not Applicable,10.0,10.0,Original
22162,22162,26631788,Brentry Primary School,357694.92,179565.05,357694.92,179565.05,357694.92,179565.05,Fagus sylvatica,Beech,Common beech,Fagus sylvatica,2.0,5.0,0.06,Not Applicable,10.0,10.0,Original
22163,22163,26631789,Brentry Primary School,357694.52,179564.24,357694.52,179564.24,357694.52,179564.24,Fagus sylvatica,Beech,Common beech,Fagus sylvatica,2.0,5.0,0.06,Not Applicable,10.0,10.0,Original
22164,22164,26631790,Brentry Primary School,357695.63,179567.78,357695.63,179567.78,357695.63,179567.78,Acer campestre,Field Maple,Field maple,Acer campestre,4.0,7.0,0.12,Not Applicable,60.05,60.05,Original
22165,22165,26631791,Brentry Primary School,357712.32,179532.78,357712.32,179532.78,357712.32,179532.78,Quercus frainetto,Oak,Hungarian oak,Quercus frainetto,3.0,5.0,0.13,Not Applicable,10.0,10.0,Original
22166,22166,26631792,Brentry Primary School,357689.56,179563.03,357689.56,179563.03,357689.56,179563.03,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,19.0,15.0,0.6,Not Applicable,275.05,275.05,Original
22167,22167,26631793,Brentry Primary School,357691.18,179570.11,357691.18,179570.11,357691.18,179570.11,Prunus avium,Cherry,Wild cherry,Prunus avium,4.0,9.0,0.25,Not Applicable,60.05,60.05,Original
22168,22168,26631794,Brentry Primary School,357688.14,179566.16,357688.14,179566.16,357688.14,179566.16,Acer campestre,Field Maple,Field maple,Acer campestre,3.0,7.0,0.1,Not Applicable,60.05,60.05,Original
