OBJECTID,SITE_NAME,X,Y,EXTENT_EASTING_1,EXTENT_NORTHING_1,EXTENT_EASTING_2,EXTENT_NORTHING_2,LATIN_NAME,COMMON_NAME,FULL_COMMON_NAME,TREE_SPECIES,CROWN_WIDTH,CROWN_HEIGHT,MIN_CROWN_AREA,MAX_CROWN_AREA,DBH,PLANTING_SEASON
26653077,Hartcliffe Way T&C,358095.09,169732.5,358095.09,169732.5,358095.09,169732.5,Alnus cordata,Alder,Italian alder,Alnus cordata,15.0,11.0,100.1,200.0,,Not Applicable
26653078,Hartcliffe Way T&C,358088.28,169734.2,358088.28,169734.2,358088.28,169734.2,Malus - Species Unknown,Apple,Unidentified apple,Malus - Species Unknown,4.0,4.0,0.0,20.0,0.15,Not Applicable
26653079,Hartcliffe Way T&C,358091.89,169730.58,358091.89,169730.58,358091.89,169730.58,Malus - Species Unknown,Apple,Unidentified apple,Malus - Species Unknown,5.0,5.0,20.1,100.0,,Not Applicable
26653080,Hartcliffe Way T&C,358096.15,169727.4,358096.15,169727.4,358096.15,169727.4,Malus - Species Unknown,Apple,Unidentified apple,Malus - Species Unknown,5.0,5.0,20.1,100.0,0.19,Not Applicable
26653081,Hartcliffe Way T&C,358088.7,169727.61,358088.7,169727.61,358088.7,169727.61,Malus - Species Unknown,Apple,Unidentified apple,Malus - Species Unknown,6.0,6.0,20.1,100.0,,Not Applicable
26653082,Hartcliffe Way T&C,358087.63,169720.8,358087.63,169720.8,358087.63,169720.8,Malus - Species Unknown,Apple,Unidentified apple,Malus - Species Unknown,6.0,6.0,20.1,100.0,0.38,Not Applicable
26653083,Hartcliffe Way T&C,358091.68,169716.12,358091.68,169716.12,358091.68,169716.12,Malus - Species Unknown,Apple,Unidentified apple,Malus - Species Unknown,8.0,7.0,20.1,100.0,,Not Applicable
26653084,Hartcliffe Way T&C,358096.36,169737.82,358096.36,169737.82,358096.36,169737.82,Alnus cordata,Alder,Italian alder,Alnus cordata,15.0,11.0,100.1,200.0,,Not Applicable
26653085,Harwood House Residential Land,360864.25,173025.17,360864.25,173025.17,360864.25,173025.17,Fagus sylvatica,Beech,Common beech,Fagus sylvatica,18.0,18.0,200.1,350.0,0.53,Not Applicable
26653086,Harwood House Residential Land,360858.76,173019.68,360858.76,173019.68,360858.76,173019.68,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,14.0,19.0,200.1,350.0,0.59,Not Applicable
26653087,Harwood House Residential Land,360862.68,173015.58,360862.68,173015.58,360862.68,173015.58,Fagus sylvatica,Beech,Common beech,Fagus sylvatica,16.0,20.0,200.1,350.0,0.72,Not Applicable
26653088,Harwood House Residential Land,360867.99,173007.39,360867.99,173007.39,360867.99,173007.39,Acer pseudoplatanus Purpureum,Sycamore,Purple leafed sycamore,Acer pseudoplatanus Purpureum,10.0,9.0,20.1,100.0,0.4,Not Applicable
26653089,Harwood House Residential Land,360866.08,172996.33,360866.08,172996.33,360866.08,172996.33,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,13.0,9.0,100.1,200.0,0.38,Not Applicable
26653090,Harwood House Residential Land,360869.21,172984.91,360869.21,172984.91,360869.21,172984.91,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,13.0,11.0,100.1,200.0,0.6,Not Applicable
26653091,Harwood House Residential Land,360923.09,173010.76,360923.09,173010.76,360923.09,173010.76,Betula pendula,Silver Birch,Silver birch,Betula pendula,4.0,5.0,0.0,20.0,0.08,Not Applicable
26653092,Harwood House Residential Land,360923.93,173012.69,360923.93,173012.69,360923.93,173012.69,Betula pendula,Silver Birch,Silver birch,Betula pendula,3.0,4.0,20.1,100.0,0.09,Not Applicable
26653093,Harwood House Residential Land,360909.19,173015.64,360909.19,173015.64,360909.19,173015.64,Larix decidua,Larch,European larch,Larix decidua,3.0,5.0,0.0,20.0,0.16,Not Applicable
26653094,Harwood House Residential Land,360890.32,172997.96,360890.32,172997.96,360890.32,172997.96,Carpinus betulus,Hornbeam,Hornbeam,Carpinus betulus,2.0,2.0,0.0,20.0,0.07,Not Applicable
26653095,Harwood House Residential Land,360876.34,172991.22,360876.34,172991.22,360876.34,172991.22,Prunus avium,Cherry,Wild cherry,Prunus avium,5.0,6.0,20.1,100.0,0.25,Not Applicable
26653096,Harwood House Residential Land,360871.12,172993.58,360871.12,172993.58,360871.12,172993.58,Malus John Downie,Apple,Crabapple,Malus John Downie,5.0,6.0,20.1,100.0,0.09,Not Applicable
26653097,Harwood House Residential Land,360854.61,173036.45,360854.61,173036.45,360854.61,173036.45,Pinus sylvestris,Scots Pine,Scots pine,Pinus sylvestris,3.0,4.0,0.0,20.0,0.06,Not Applicable
26653098,Harwood House Residential Land,360858.06,173038.81,360858.06,173038.81,360858.06,173038.81,Pinus sylvestris,Scots Pine,Scots pine,Pinus sylvestris,3.0,4.0,0.0,20.0,0.05,Not Applicable
26653099,Harwood House Residential Land,360862.27,173040.92,360862.27,173040.92,360862.27,173040.92,Pinus sylvestris,Scots Pine,Scots pine,Pinus sylvestris,3.0,3.0,0.0,20.0,0.05,Not Applicable
26653100,Harwood House Residential Land,360864.55,173042.77,360864.55,173042.77,360864.55,173042.77,Pinus sylvestris,Scots Pine,Scots pine,Pinus sylvestris,3.0,3.0,0.0,20.0,0.05,Not Applicable
26653101,Harwood House Residential Land,360866.74,173044.8,360866.74,173044.8,360866.74,173044.8,Pinus sylvestris,Scots Pine,Scots pine,Pinus sylvestris,1.0,1.0,0.0,20.0,0.05,Not Applicable
26653102,Harwood House Residential Land,360873.65,173052.45,360873.65,173052.45,360873.65,173052.45,Pinus sylvestris,Scots Pine,Scots pine,Pinus sylvestris,4.0,5.0,0.0,20.0,0.08,Not Applicable
26653103,Harwood House Residential Land,360903.04,173050.18,360903.04,173050.18,360903.04,173050.18,Pinus sylvestris,Scots Pine,Scots pine,Pinus sylvestris,3.0,5.0,0.0,20.0,0.09,Not Applicable
26653104,Hassell Drive Housing,360318.17,173378.7,360318.17,173378.7,360318.17,173378.7,Acer platanoides,Maple,Norway maple,Acer platanoides,12.0,15.0,,,0.6,Not Applicable
26653105,Hassell Drive Housing,360314.52,173384.54,360314.52,173384.54,360314.52,173384.54,Acer platanoides,,Norway maple,Acer platanoides,10.0,21.0,,,0.59,Not Applicable
26653106,Hassell Drive Housing,360259.63,173309.07,360259.63,173309.07,360259.63,173309.07,Betula - Species Unknown,Birch,Birch species,Betula - Species Unknown,7.0,9.0,20.1,100.0,0.2,Not Applicable
26653107,Hassell Drive Housing,360306.04,173322.12,360306.04,173322.12,360306.04,173322.12,Carpinus betulus Frans Fontane,Hornbeam,Hornbeam 'Frans Fontaine',Carpinus betulus Frans Fontane,,,,,0.06,Planting Season 16/17
26653108,Hassell Drive Housing,360265.79,173332.33,360265.79,173332.33,360265.79,173332.33,Acer platanoides Crimson King,Maple,Norway maple 'Crimson King',Acer platanoides Crimson King,11.0,8.0,20.1,100.0,0.43,Not Applicable
26653109,Hassell Drive Housing,360276.42,173337.29,360276.42,173337.29,360276.42,173337.29,Betula utilis jacquemontii,Birch,Jacquemont's birch,Betula utilis jacquemontii,,,,,0.06,Planting Season 16/17
26653110,Hassell Drive Housing,360181.98,173276.58,360181.98,173276.58,360181.98,173276.58,Prunus avium Plena,Cherry,Double white cherry,Prunus avium Plena,11.0,10.0,20.1,100.0,0.41000000000000003,Not Applicable
26653111,Hassell Drive Housing,360192.8,173305.52,360192.8,173305.52,360192.8,173305.52,Prunus Snow Goose,Cherry,Cherry,Prunus Snow Goose,2.0,3.0,0.0,20.0,0.06,Planting Season 11/12
26653112,Hassell Drive Housing,360206.91,173300.82,360206.91,173300.82,360206.91,173300.82,Prunus Snow Goose,Cherry,Cherry,Prunus Snow Goose,2.0,3.0,0.0,20.0,0.06,Planting Season 11/12
26653113,Hassell Drive Housing,360264.6,173303.84,360264.6,173303.84,360264.6,173303.84,Prunus Snow Goose,Cherry,Cherry,Prunus Snow Goose,2.0,2.0,0.0,20.0,0.05,Planting Season 11/12
26653114,Hassell Drive Housing,360257.05,173311.4,360257.05,173311.4,360257.05,173311.4,Acer platanoides Crimson King,Maple,Norway maple 'Crimson King',Acer platanoides Crimson King,13.0,9.0,100.1,200.0,0.44,Not Applicable
26653115,Hassell Drive Housing,360257.1,173322.54,360257.1,173322.54,360257.1,173322.54,Prunus Snow Goose,Cherry,Cherry,Prunus Snow Goose,2.0,2.0,0.0,20.0,0.06,Planting Season 11/12
26653116,Hassell Drive Housing,360251.03,173306.46,360251.03,173306.46,360251.03,173306.46,Prunus Snow Goose,Cherry,Cherry,Prunus Snow Goose,2.0,3.0,0.0,20.0,0.06,Planting Season 11/12
26653117,Hassell Drive Housing,360242.95,173314.74,360242.95,173314.74,360242.95,173314.74,Prunus Snow Goose,Cherry,Cherry,Prunus Snow Goose,2.0,3.0,0.0,20.0,0.06,Not Applicable
26653118,Hassell Drive Housing,360239.5,173322.81,360239.5,173322.81,360239.5,173322.81,Sorbus - Species Unknown,Sorbus,Unidentified Sorbus,Sorbus - Species Unknown,9.0,8.0,20.1,100.0,0.28,Not Applicable
26653119,Hassell Drive Housing,360249.31,173325.62,360249.31,173325.62,360249.31,173325.62,Prunus Snow Goose,Cherry,Cherry,Prunus Snow Goose,2.0,3.0,0.0,20.0,0.06,Planting Season 11/12
26653120,Hassell Drive Housing,360257.19,173328.66,360257.19,173328.66,360257.19,173328.66,Acer platanoides Crimson King,Maple,Norway maple 'Crimson King',Acer platanoides Crimson King,7.0,5.0,20.1,100.0,0.24,Not Applicable
26653121,Hassell Drive Housing,360254.19,173328.31,360254.19,173328.31,360254.19,173328.31,Betula utilis jacquemontii,Birch,Jacquemont's birch,Betula utilis jacquemontii,2.0,5.0,,,0.06,Planting Season 16/17
26653122,Hassell Drive Housing,360260.3,173329.86,360260.3,173329.86,360260.3,173329.86,Acer platanoides Crimson King,Maple,Norway maple 'Crimson King',Acer platanoides Crimson King,8.0,7.0,20.1,100.0,0.28,Not Applicable
26653123,Hassell Drive Housing,360269.7,173279.0,360269.7,173279.0,360269.7,173279.0,Prunus avium Plena,Cherry,Double white cherry,Prunus avium Plena,13.0,8.0,100.1,200.0,0.38,Not Applicable
26653124,Hassell Drive Housing,360361.38,173312.46,360361.38,173312.46,360361.38,173312.46,Tilia x europea,Lime,European lime,Tilia x europea,10.0,9.0,20.1,100.0,0.4,Not Applicable
26653125,Hassell Drive Housing,360347.95,173363.6,360347.95,173363.6,360347.95,173363.6,Acer campestre,Field Maple,Field maple,Acer campestre,6.0,6.0,20.1,100.0,0.13,Not Applicable
26653126,Hassell Drive Housing,360361.66,173321.82,360361.66,173321.82,360361.66,173321.82,Tilia - Species Unknown,Lime,Unidentified lime,Tilia - Species Unknown,8.0,6.0,20.1,100.0,0.27,Not Applicable
26653127,Hassell Drive Housing,360361.52,173325.68,360361.52,173325.68,360361.52,173325.68,Tilia - Species Unknown,Lime,Unidentified lime,Tilia - Species Unknown,7.0,4.0,20.1,100.0,0.26,Not Applicable
26653128,Hassell Drive Housing,360361.24,173330.77,360361.24,173330.77,360361.24,173330.77,Tilia - Species Unknown,Lime,Unidentified lime,Tilia - Species Unknown,8.0,6.0,20.1,100.0,0.27,Not Applicable
26653129,Hassell Drive Housing,360361.1,173335.04,360361.1,173335.04,360361.1,173335.04,Tilia - Species Unknown,Lime,Unidentified lime,Tilia - Species Unknown,8.0,8.0,20.1,100.0,0.25,Not Applicable
26653130,Hassell Drive Housing,360361.1,173346.19,360361.1,173346.19,360361.1,173346.19,Tilia - Species Unknown,Lime,Unidentified lime,Tilia - Species Unknown,8.0,8.0,20.1,100.0,0.25,Not Applicable
26653131,Hassell Drive Housing,360213.92,173342.2,360213.92,173342.2,360213.92,173342.2,Tilia cordata,Lime,Small-leaved lime,Tilia cordata,12.0,9.0,20.1,100.0,0.5,Not Applicable
26653132,Hassell Drive Housing,360233.47,173337.2,360233.47,173337.2,360233.47,173337.2,Carpinus betulus Frans Fontane,Hornbeam,Hornbeam 'Frans Fontaine',Carpinus betulus Frans Fontane,,,,,0.06,Planting Season 16/17
26653133,Hassell Drive Housing,360096.44,173304.46,360096.44,173304.46,360096.44,173304.46,Quercus robur,Oak,English oak,Quercus robur,3.0,3.0,0.0,20.0,0.05,Planting Season 11/12
26653134,Hassell Drive Housing,360093.39,173312.91,360093.39,173312.91,360093.39,173312.91,Quercus robur,Oak,English oak,Quercus robur,2.0,3.0,0.0,20.0,0.05,Planting Season 11/12
26653135,Hassell Drive Housing,360318.24,173357.86,360318.24,173357.86,360318.24,173357.86,Fraxinus oxycarpa Raywood,Ash,Raywood ash,Fraxinus oxycarpa Raywood,11.0,11.0,20.1,100.0,0.44,Not Applicable
26653136,Hassell Drive Housing,360315.16,173355.56,360315.16,173355.56,360315.16,173355.56,Malus - Species Unknown,Apple,Unidentified apple,Malus - Species Unknown,6.0,4.0,20.1,100.0,0.2,Not Applicable
26653137,Hassell Drive Housing,360309.79,173352.83,360309.79,173352.83,360309.79,173352.83,Acer platanoides,Maple,Norway maple,Acer platanoides,13.0,7.0,20.1,100.0,0.39,Not Applicable
26653138,Hassell Drive Housing,360232.7,173311.61,360232.7,173311.61,360232.7,173311.61,Carpinus betulus,Hornbeam,Hornbeam,Carpinus betulus,3.0,3.0,,,0.11,Not Applicable
26653139,Hassell Drive Housing,360227.49,173311.43,360227.49,173311.43,360227.49,173311.43,Carpinus betulus,Hornbeam,Hornbeam,Carpinus betulus,3.0,3.0,,,0.11,Not Applicable
26653140,Hassell Drive Housing,360222.21,173311.92,360222.21,173311.92,360222.21,173311.92,Carpinus betulus,Hornbeam,Hornbeam,Carpinus betulus,3.0,3.0,,,0.11,Not Applicable
26653141,Hassell Drive Housing,360217.49,173311.95,360217.49,173311.95,360217.49,173311.95,Carpinus betulus,Hornbeam,Hornbeam,Carpinus betulus,3.0,3.0,,,0.11,Not Applicable
26653142,Hassell Drive Housing,360211.92,173311.44,360211.92,173311.44,360211.92,173311.44,Carpinus betulus,Hornbeam,Hornbeam,Carpinus betulus,3.0,3.0,,,0.11,Not Applicable
26653143,Hassell Drive Housing,360323.73,173359.89,360323.73,173359.89,360323.73,173359.89,Betula pendula,Silver Birch,Silver birch,Betula pendula,14.0,11.0,,,0.3,Not Applicable
26653144,Hathway Walk Amenity Land,360146.24,173919.12,360146.24,173919.12,360146.24,173919.12,Prunus avium,Cherry,Wild cherry,Prunus avium,12.0,12.0,100.1,200.0,0.51,Not Applicable
26653145,Hathway Walk Amenity Land,360068.24,173888.29,360068.24,173888.29,360068.24,173888.29,Sorbus aucuparia Fastigiata,Rowan,Fastigiate rowan,Sorbus aucuparia Fastigiata,4.0,4.0,0.0,20.0,0.13,Planting Season 10/11
26653146,Hathway Walk Amenity Land,360077.5,173886.0,360077.5,173886.0,360077.5,173886.0,Sorbus aucuparia 'Streetwise',Rowan,Rowan,Sorbus aucuparia 'Streetwise',3.0,4.0,,,0.12,Planting Season 10/11
26653147,Hathway Walk Amenity Land,360084.61,173884.44,360084.61,173884.44,360084.61,173884.44,Sorbus aucuparia Fastigiata,Rowan,Fastigiate rowan,Sorbus aucuparia Fastigiata,3.0,4.0,0.0,20.0,0.08,Planting Season 10/11
26653148,Hathway Walk Amenity Land,360093.7,173884.36,360093.7,173884.36,360093.7,173884.36,Sorbus aucuparia Fastigiata,Rowan,Fastigiate rowan,Sorbus aucuparia Fastigiata,2.0,4.0,0.0,20.0,0.06,Planting Season 10/11
26653149,Hathway Walk Amenity Land,360101.0,173884.0,360101.0,173884.0,360101.0,173884.0,Sorbus aucuparia Fastigiata,Rowan,Fastigiate rowan,Sorbus aucuparia Fastigiata,,,,,,Planting Season 10/11
26653150,Hathway Walk Amenity Land,360113.0,173885.0,360113.0,173885.0,360113.0,173885.0,Sorbus aucuparia Fastigiata,Rowan,Fastigiate rowan,Sorbus aucuparia Fastigiata,,,,,,Planting Season 10/11
26653151,Hathway Walk Amenity Land,360121.64,173884.37,360121.64,173884.37,360121.64,173884.37,Cercis siliquastrum,Judas Tree,Judas tree,Cercis siliquastrum,,,,,0.06,Planting Season 20/21
26653152,Haweswater (SH),357763.72,178535.17,357763.72,178535.17,357763.72,178535.17,Acer platanoides Drummondii,Handkerchief Tree,Norway maple 'Drummondii',Acer platanoides Drummondii,,,,,0.06,Planting Season 24/25
26653153,Haweswater (SH),357777.9,178566.45,357777.9,178566.45,357777.9,178566.45,Alnus cordata,,Italian alder,Alnus cordata,,,,,,Not Applicable
26653154,Haydon Gardens Amenity Land,360806.14,176391.53,360806.14,176391.53,360806.14,176391.53,"Acer campestre ""Street Wise""",Field Maple,Field maple,"Acer campestre ""Street Wise""",,,,,0.06,Planting Season 24/25
26653155,Haydon Gardens Amenity Land,360798.49,176377.62,360798.49,176377.62,360798.49,176377.62,Paulownia tomentosa,Foxglove Tree,Foxglove tree,Paulownia tomentosa,,,,,0.06,Planting Season 24/25
26653156,Haydon Gardens Amenity Land,360814.21,176396.1,360814.21,176396.1,360814.21,176396.1,Crataegus monogyna,Hawthorn,Common hawthorn,Crataegus monogyna,,,,,0.06,Planting Season 24/25
26653157,Haydon Gardens Amenity Land,360849.28,176389.44,360849.28,176389.44,360849.28,176389.44,Liquidambar styraciflua ’Worp',,American sweetgum,Liquidambar styraciflua ’Worp',,,,,0.06,Planting Season 24/25
26653158,Haydon Gardens Amenity Land,360841.11,176382.68,360841.11,176382.68,360841.11,176382.68,Liquidambar styraciflua ’Worp',,American sweetgum,Liquidambar styraciflua ’Worp',,,,,0.06,Planting Season 24/25
26653159,Haydon Gardens Amenity Land,360845.46,176412.34,360845.46,176412.34,360845.46,176412.34,Pinus sylvestris,Scots Pine,Scots pine,Pinus sylvestris,,,,,0.06,Planting Season 24/25
26653160,Haydon Gardens Amenity Land,360833.09,176373.3,360833.09,176373.3,360833.09,176373.3,Liquidambar styraciflua ’Worp',,American sweetgum,Liquidambar styraciflua ’Worp',,,,,0.06,Planting Season 24/25
26653161,Haydon Gardens Amenity Land,360844.84,176417.89,360844.84,176417.89,360844.84,176417.89,Pinus sylvestris,Scots Pine,Scots pine,Pinus sylvestris,,,,,0.06,Planting Season 24/25
26653162,Haydon Gardens Amenity Land,360803.4,176365.44,360803.4,176365.44,360803.4,176365.44,Prunus Kanzan,Cherry,Kanzan cherry,Prunus Kanzan,,,,,0.06,Planting Season 24/25
26653163,Haydon Gardens Amenity Land,360837.06,176418.44,360837.06,176418.44,360837.06,176418.44,Pinus sylvestris,Scots Pine,Scots pine,Pinus sylvestris,,,,,0.06,Planting Season 24/25
26653164,Headley Lane Allotments,358056.29,169517.04,358056.29,169517.04,358056.29,169517.04,No Code Allocated,,,No Code Allocated,,,,,0.38,Not Applicable
26653165,Headley Lane Park,357882.55,168932.51,357882.55,168932.51,357882.55,168932.51,Prunus Snow Goose,Cherry,Cherry,Prunus Snow Goose,1.0,2.0,0.0,20.0,0.05,Planting Season 12/13
26653166,Haweswater (SH),357814.34,178575.61,357814.34,178575.61,357814.34,178575.61,Betula pendula,Silver Birch,Silver birch,Betula pendula,,,,,0.06,Planting Season 24/25
26653167,Haweswater (SH),357798.84,178580.52,357798.84,178580.52,357798.84,178580.52,Amelanchier x grandiflora 'RH',Amelanchier,Amelanchier 'Robin Hill',Amelanchier x grandiflora 'RH',,,,,0.06,Planting Season 24/25
26653168,Haweswater (SH),357770.28,178555.81,357770.28,178555.81,357770.28,178555.81,Alnus cordata,Alder,Italian alder,Alnus cordata,9.0,11.0,20.1,100.0,0.31,Not Applicable
26653169,Haweswater (SH),357766.97,178546.22,357766.97,178546.22,357766.97,178546.22,Alnus cordata,Alder,Italian alder,Alnus cordata,10.0,13.0,100.1,200.0,0.4,Not Applicable
26653170,Haweswater (SH),357773.58,178528.16,357773.58,178528.16,357773.58,178528.16,Alnus cordata,Alder,Italian alder,Alnus cordata,11.0,15.0,100.1,200.0,0.48,Not Applicable
26653171,Haweswater (SH),357762.8,178534.06,357762.8,178534.06,357762.8,178534.06,Prunus x yedoensis,Cherry,Japanese flowering cherry,Prunus x yedoensis,9.0,6.0,20.1,100.0,0.32,Not Applicable
26653172,Haydon Gardens Amenity Land,360859.75,176405.78,360859.75,176405.78,360859.75,176405.78,Sorbus aucuparia,Sorbus,Rowan,Sorbus aucuparia,4.0,4.0,0.0,20.0,0.16,Not Applicable
26653173,Haydon Gardens Amenity Land,360822.18,176361.5,360822.18,176361.5,360822.18,176361.5,Sorbus - Species Unknown,Sorbus,Unidentified Sorbus,Sorbus - Species Unknown,6.0,6.0,20.1,100.0,0.21,Not Applicable
26653174,Haydon Gardens Amenity Land,360821.43,176408.1,360821.43,176408.1,360821.43,176408.1,Sorbus - Species Unknown,Sorbus,Unidentified Sorbus,Sorbus - Species Unknown,4.0,4.0,0.0,20.0,0.18,Not Applicable
26653175,Headley Lane Park,357883.55,168947.93,357883.55,168947.93,357883.55,168947.93,Prunus cerasifera Pissardii,Plum,Cherry plum,Prunus cerasifera Pissardii,4.0,5.0,0.0,20.0,0.17,Not Applicable
26653176,Headley Lane Park,357883.0,168939.75,357883.0,168939.75,357883.0,168939.75,Crataegus monogyna,Hawthorn,Common hawthorn,Crataegus monogyna,1.0,2.0,0.0,20.0,0.05,Planting Season 12/13
26653177,Headley Lane Park,357872.52,168883.92,357872.52,168883.92,357872.52,168883.92,Acer platanoides,Maple,Norway maple,Acer platanoides,7.0,10.0,20.1,100.0,0.33,Not Applicable
26653178,Headley Lane Park,357881.88,168924.6,357881.88,168924.6,357881.88,168924.6,Crataegus monogyna,Hawthorn,Common hawthorn,Crataegus monogyna,1.0,2.0,0.0,20.0,0.05,Planting Season 12/13
26653179,Headley Lane Park,357881.44,168917.25,357881.44,168917.25,357881.44,168917.25,Pyrus calleryana Chanticleer,Pear,Chanticleer pear,Pyrus calleryana Chanticleer,1.0,2.0,0.0,20.0,0.05,Planting Season 12/13
26653180,Headley Lane Park,357878.27,168903.21,357878.27,168903.21,357878.27,168903.21,Acer platanoides,Maple,Norway maple,Acer platanoides,10.0,10.0,20.1,100.0,0.44,Not Applicable
26653181,Headley Lane Park,357877.44,168893.74,357877.44,168893.74,357877.44,168893.74,Acer platanoides,Maple,Norway maple,Acer platanoides,12.0,10.0,100.1,200.0,0.47000000000000003,Not Applicable
26653182,Headley Lane Park,357870.47,168894.69,357870.47,168894.69,357870.47,168894.69,Acer platanoides,Maple,Norway maple,Acer platanoides,10.0,10.0,20.1,100.0,0.48,Not Applicable
26653183,Headley Lane Park,357865.57,168880.44,357865.57,168880.44,357865.57,168880.44,Acer platanoides,Maple,Norway maple,Acer platanoides,10.0,10.0,20.1,100.0,0.42,Not Applicable
26653184,Headley Lane Park,357829.54,168868.7,357829.54,168868.7,357829.54,168868.7,Quercus robur,Oak,English oak,Quercus robur,1.0,2.0,0.0,20.0,0.05,Planting Season 12/13
26653185,Headley Lane Park,357840.01,168867.47,357840.01,168867.47,357840.01,168867.47,Tilia cordata,Lime,Small-leaved lime,Tilia cordata,1.0,2.0,0.0,20.0,0.05,Planting Season 12/13
26653186,Headley Lane Park,357862.05,168872.71,357862.05,168872.71,357862.05,168872.71,Fagus sylvatica,Beech,Common beech,Fagus sylvatica,1.0,2.0,0.0,20.0,0.05,Planting Season 12/13
26653187,Headley Lane Park,357838.56,168909.29,357838.56,168909.29,357838.56,168909.29,Prunus sargentii,Cherry,Sargent's cherry,Prunus sargentii,1.0,2.0,0.0,20.0,0.05,Planting Season 12/13
26653188,Headley Lane Park,357839.12,168914.53,357839.12,168914.53,357839.12,168914.53,Pyrus calleryana Chanticleer,Pear,Chanticleer pear,Pyrus calleryana Chanticleer,1.0,2.0,0.0,20.0,0.05,Planting Season 12/13
26653189,Headley Lane Park,357845.91,168913.97,357845.91,168913.97,357845.91,168913.97,Sorbus aucuparia,Rowan,Rowan,Sorbus aucuparia,1.0,2.0,0.0,20.0,0.05,Planting Season 12/13
26653190,Headley Lane Park,357882.71,168955.84,357882.71,168955.84,357882.71,168955.84,Prunus cerasifera Pissardii,Plum,Cherry plum,Prunus cerasifera Pissardii,5.0,5.0,20.1,100.0,0.27,Not Applicable
26653191,Headley Lane Park,357884.77,168964.42,357884.77,168964.42,357884.77,168964.42,Prunus Snow Goose,Cherry,Cherry,Prunus Snow Goose,1.0,2.0,0.0,20.0,0.05,Planting Season 12/13
26653192,Headley Lane Park,357885.66,168972.1,357885.66,168972.1,357885.66,168972.1,Crataegus monogyna,Hawthorn,Common hawthorn,Crataegus monogyna,1.0,2.0,0.0,20.0,0.05,Planting Season 12/13
26653193,Headley Lane Park,357887.0,168980.45,357887.0,168980.45,357887.0,168980.45,Malus hupehensis,Apple,Hubei crabapple,Malus hupehensis,1.0,2.0,0.0,20.0,0.05,Planting Season 12/13
26653194,Headley Lane Park,357888.0,168988.92,357888.0,168988.92,357888.0,168988.92,Fagus sylvatica Dawyck,Dawyck Beech,Dawyck beech,Fagus sylvatica Dawyck,1.0,2.0,0.0,20.0,0.05,Planting Season 12/13
26653195,Headley Lane Park,357879.0,168981.01,357879.0,168981.01,357879.0,168981.01,Carpinus betulus,Hornbeam,Hornbeam,Carpinus betulus,8.0,8.0,20.1,100.0,0.39,Not Applicable
26653196,Headley Lane Park,357880.44,168989.77,357880.44,168989.77,357880.44,168989.77,Carpinus betulus,Hornbeam,Hornbeam,Carpinus betulus,11.0,10.0,100.1,200.0,0.41000000000000003,Not Applicable
26653197,Headley Lane Park,357871.56,168990.13,357871.56,168990.13,357871.56,168990.13,Carpinus betulus,Hornbeam,Hornbeam,Carpinus betulus,11.0,10.0,100.1,200.0,0.4,Not Applicable
26653198,Headley Lane Park,357862.21,168990.6,357862.21,168990.6,357862.21,168990.6,Carpinus betulus,Hornbeam,Hornbeam,Carpinus betulus,11.0,10.0,100.1,200.0,0.38,Not Applicable
26653199,Headley Lane Park,357849.7,168992.76,357849.7,168992.76,357849.7,168992.76,Aesculus indica,Horse Chestnut,Indian horse chestnut,Aesculus indica,1.0,2.0,0.0,20.0,0.05,Planting Season 12/13
26653200,Headley Lane Park,357843.46,168984.18,357843.46,168984.18,357843.46,168984.18,Aesculus indica,Horse Chestnut,Indian horse chestnut,Aesculus indica,1.0,2.0,0.0,20.0,0.05,Planting Season 12/13
26653201,Headley Lane Park,357854.36,168965.9,357854.36,168965.9,357854.36,168965.9,Betula pendula,Silver Birch,Silver birch,Betula pendula,3.0,8.0,20.1,100.0,0.16,Not Applicable
26653202,Headley Lane Park,357856.1,168963.93,357856.1,168963.93,357856.1,168963.93,Betula pendula,Silver Birch,Silver birch,Betula pendula,4.0,8.0,20.1,100.0,0.16,Not Applicable
26653203,Headley Lane Park,357857.66,168962.07,357857.66,168962.07,357857.66,168962.07,Acer campestre,Field Maple,Field maple,Acer campestre,5.0,6.0,20.1,100.0,0.2,Not Applicable
26653204,Headley Lane Park,357857.54,168963.93,357857.54,168963.93,357857.54,168963.93,Acer campestre,Field Maple,Field maple,Acer campestre,6.0,7.0,20.1,100.0,0.2,Not Applicable
26653205,Headley Lane Park,357855.32,168964.82,357855.32,168964.82,357855.32,168964.82,Fagus sylvatica,Beech,Common beech,Fagus sylvatica,4.0,6.0,20.1,100.0,0.16,Not Applicable
26653206,Headley Lane Park,357864.25,168935.28,357864.25,168935.28,357864.25,168935.28,Betula pendula,Silver Birch,Silver birch,Betula pendula,5.0,6.0,20.1,100.0,0.11,Not Applicable
26653207,Headley Lane Park,357865.69,168936.3,357865.69,168936.3,357865.69,168936.3,Betula pendula,Silver Birch,Silver birch,Betula pendula,6.0,8.0,20.1,100.0,0.16,Not Applicable
26653208,Headley Lane Park,357863.11,168933.78,357863.11,168933.78,357863.11,168933.78,Betula pendula,Silver Birch,Silver birch,Betula pendula,6.0,8.0,20.1,100.0,0.16,Not Applicable
