,OBJECTID,X,Y,LATIN_NAME,COMMON_NAME,FULL_COMMON_NAME,TREE_SPECIES,DBH,tree_group,CROWN_VOLUME
7274,26616752,359536.8,173212.87,Tilia - Species Unknown,Lime,Unidentified lime,Tilia - Species Unknown,0.1,deciduous,23.016526487507512
7275,26616753,359523.97,173225.55,Tilia - Species Unknown,Lime,Unidentified lime,Tilia - Species Unknown,0.1,deciduous,23.016526487507512
7276,26616754,359517.85,173239.61,Tilia - Species Unknown,Lime,Unidentified lime,Tilia - Species Unknown,0.1,deciduous,23.016526487507512
7279,26616757,359473.3,173312.57,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.27,deciduous,125.31348458661543
7280,26616758,359484.5,173327.47,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.27,deciduous,125.31348458661543
7281,26616759,359490.45,173347.27,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.27,deciduous,125.31348458661543
7282,26616760,359538.55,173447.79,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.16,deciduous,44.99100807401503
7283,26616761,359500.32,173328.74,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.27,deciduous,125.31348458661543
7284,26616762,359534.02,173218.58,Tilia - Species Unknown,Lime,Unidentified lime,Tilia - Species Unknown,0.1,deciduous,28.770658109384392
7285,26616763,359513.03,173249.6,Tilia - Species Unknown,Lime,Unidentified lime,Tilia - Species Unknown,0.1,deciduous,23.016526487507512
7532,26617017,359278.35,173405.6,Carpinus betulus Frans Fontane,Hornbeam,Hornbeam 'Frans Fontaine',Carpinus betulus Frans Fontane,0.06,deciduous,8.420511533991956
7724,26617209,359627.39,173325.21,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,1.18,deciduous,9866.266666666665
7727,26617212,359660.17,173312.07,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.8200000000000001,deciduous,9161.533333333333
7728,26617213,359649.84,173316.54,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.95,deciduous,9513.899999999998
7729,26617214,359639.64,173320.24,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,1.05,deciduous,9866.266666666665
7730,26617215,359611.83,173331.2,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,1.35,deciduous,10570.999999999998
7731,26617216,359576.76,173344.85,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,1.15,deciduous,11628.099999999999
7732,26617217,359566.68,173346.64,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.74,deciduous,3483.9666666666662
7733,26617218,359542.32,173355.95,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,1.15,deciduous,10923.366666666665
7734,26617219,359625.22,173336.05,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.89,deciduous,10218.633333333331
7735,26617220,359640.53,173330.18,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,1.05,deciduous,10923.366666666665
7736,26617221,359660.05,173322.54,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,1.25,deciduous,9866.266666666665
7737,26617222,359605.03,173347.5,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.71,deciduous,4816.695618070033
8013,26617507,359623.97,173248.99,Betula nigra,Birch,River birch,Betula nigra,0.16,deciduous,40.0
8014,26617508,359607.12,173243.97,Betula nigra,Birch,River birch,Betula nigra,0.15,deciduous,40.0
8015,26617509,359603.41,173242.83,Betula nigra,Birch,River birch,Betula nigra,0.15,deciduous,40.0
8016,26617510,359596.65,173240.26,Betula nigra,Birch,River birch,Betula nigra,0.25,deciduous,46.666666666666664
8017,26617511,359599.58,173241.52,Betula nigra,Birch,River birch,Betula nigra,0.1,deciduous,33.33333333333333
8024,26617518,359550.1,173593.2,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.16,deciduous,44.99100807401503
8025,26617519,359576.77,173602.68,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.16,deciduous,44.99100807401503
8026,26617520,359605.26,173615.23,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.16,deciduous,44.99100807401503
8027,26617521,359563.14,173601.73,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.16,deciduous,44.99100807401503
8028,26617522,359580.15,173606.35,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.16,deciduous,44.99100807401503
8029,26617523,359589.67,173619.62,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.16,deciduous,44.99100807401503
8030,26617524,359538.74,173586.18,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.16,deciduous,44.99100807401503
8031,26617525,359576.56,173612.07,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.16,deciduous,44.99100807401503
8032,26617526,359605.99,173630.2,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.16,deciduous,44.99100807401503
8081,26617575,359339.74,173534.17,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.16,deciduous,44.99100807401503
8082,26617576,359425.31,173527.66,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.16,deciduous,44.99100807401503
8083,26617577,359609.29,173619.05,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.16,deciduous,44.99100807401503
8084,26617578,359460.21,173541.03,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.16,deciduous,44.99100807401503
8085,26617579,359596.28,173609.99,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.16,deciduous,44.99100807401503
8086,26617580,359569.77,173607.39,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.16,deciduous,44.99100807401503
8087,26617581,359568.23,173605.79,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.16,deciduous,44.99100807401503
8088,26617582,359599.92,173626.74,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.16,deciduous,44.99100807401503
8232,26617731,358530.77,172988.56,Liquidambar styraciflua,Sweetgum,Sweetgum,Liquidambar styraciflua,0.09,deciduous,14.669601925508566
8235,26617735,358542.13,173007.61,Liquidambar styraciflua,Sweetgum,Sweetgum,Liquidambar styraciflua,0.11,deciduous,27.878923529402897
8236,26617736,358484.19,172998.63,Acer rubrum,Maple,Red maple,Acer rubrum,0.06,deciduous,13.333333333333332
8362,26617862,361387.16,171550.54,Carpinus betulus,Hornbeam,Hornbeam,Carpinus betulus,0.35,deciduous,551.2488978755312
8440,26617942,359712.22,173422.53,Sorbus intermedia,Whitebeam,Swedish whitebeam,Sorbus intermedia,0.4,deciduous,320.26666666666665
8441,26617943,359738.87,173457.86,Alnus incana,Alder,Grey alder,Alnus incana,0.4,deciduous,520.4333333333333
8442,26617944,359740.53,173453.14,Malus tschonoskii,Apple,Pillar apple,Malus tschonoskii,0.3,deciduous,360.29999999999995
8443,26617945,359754.88,173471.31,Acer griseum,Maple,Paperbark maple,Acer griseum,0.06,deciduous,2.954573154021368
8552,26618058,360881.57,169967.63,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.45,deciduous,1600.5333333333333
8553,26618059,360878.78,169973.3,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.42,deciduous,1400.4666666666667
8554,26618060,360872.87,169973.42,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.42,deciduous,1600.5333333333333
8556,26618062,360652.09,169899.11,Sophora japonica,Pagoda Tree,Pagoda Tree,Sophora japonica,0.06,deciduous,2.861496001911473
8557,26618063,360744.0,169935.17,Sophora japonica,Pagoda Tree,Pagoda Tree,Sophora japonica,0.06,deciduous,2.861496001911473
8558,26618064,360669.29,169905.13,Sophora japonica,Pagoda Tree,Pagoda Tree,Sophora japonica,0.06,deciduous,2.861496001911473
8559,26618065,360684.92,169911.06,Sophora japonica,Pagoda Tree,Pagoda Tree,Sophora japonica,0.06,deciduous,2.861496001911473
8565,26618071,360868.0,169967.79,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,0.48,deciduous,440.3666666666666
8566,26618072,360861.74,169966.62,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,0.3592134831460674,deciduous,440.3666666666666
8567,26618073,360861.06,169969.16,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,0.19,deciduous,280.2333333333333
8568,26618074,360848.25,169964.95,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,0.19,deciduous,320.26666666666665
8569,26618075,360703.92,169890.15,Prunus avium,Cherry,Wild cherry,Prunus avium,0.28,deciduous,240.19999999999996
8570,26618076,360700.99,169888.68,Prunus avium,Cherry,Wild cherry,Prunus avium,0.28,deciduous,240.19999999999996
8571,26618077,360697.85,169887.41,Prunus avium,Cherry,Wild cherry,Prunus avium,0.28,deciduous,240.19999999999996
8574,26618080,360736.01,169931.7,Sophora japonica,Pagoda Tree,Pagoda Tree,Sophora japonica,0.06,deciduous,2.861496001911473
8576,26618082,360845.9,169962.22,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,0.3592134831460674,deciduous,1200.4
8577,26618083,360834.95,169957.13,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,0.3592134831460674,deciduous,240.19999999999996
8578,26618084,360736.58,169908.53,Populus nigra - Unkown Species,Poplar,Unidentified black poplar,Populus nigra - Unkown Species,0.5403364269141531,deciduous,360.29999999999995
8579,26618085,360732.08,169907.06,Populus nigra - Unkown Species,Poplar,Unidentified black poplar,Populus nigra - Unkown Species,0.28,deciduous,360.29999999999995
8580,26618086,360712.52,169894.84,Alnus cordata,Alder,Italian alder,Alnus cordata,0.28,deciduous,480.3999999999999
8581,26618087,360711.35,169894.06,Alnus cordata,Alder,Italian alder,Alnus cordata,0.28,deciduous,480.3999999999999
8699,26618208,359292.75,174005.0,Tilia - Species Unknown,Lime,Unidentified lime,Tilia - Species Unknown,0.36,deciduous,1000.3333333333333
8700,26618209,359296.65,173999.61,Tilia - Species Unknown,Lime,Unidentified lime,Tilia - Species Unknown,0.26,deciduous,400.3333333333333
8701,26618210,359300.41,173994.8,Tilia - Species Unknown,Lime,Unidentified lime,Tilia - Species Unknown,0.17,deciduous,26.666666666666664
8731,26618240,359563.71,173291.83,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,1.29,deciduous,7399.699999999999
8949,26618458,359669.48,173463.06,Prunus padus,Cherry,Bird cherry,Prunus padus,0.15,deciduous,40.0
8950,26618459,359702.66,173500.75,Prunus padus,Cherry,Bird cherry,Prunus padus,0.18,deciduous,46.666666666666664
8951,26618460,359699.31,173495.78,Prunus padus,Cherry,Bird cherry,Prunus padus,0.24,deciduous,53.33333333333333
8952,26618461,359672.2,173465.59,Prunus padus,Cherry,Bird cherry,Prunus padus,0.16,deciduous,46.666666666666664
8953,26618462,359667.57,173461.48,Prunus padus,Cherry,Bird cherry,Prunus padus,0.25,deciduous,46.666666666666664
8954,26618463,359628.14,173431.12,Prunus padus,Cherry,Bird cherry,Prunus padus,0.11,deciduous,33.33333333333333
8955,26618464,359704.58,173504.47,Prunus padus,Cherry,Bird cherry,Prunus padus,0.23,deciduous,53.33333333333333
9223,26618736,360724.0,169824.23,Broussonetia papyrifera,Paper Mulberry,Paper mulberry,Broussonetia papyrifera,0.05,deciduous,20.0
9224,26618737,360719.7,169828.76,Broussonetia papyrifera,Paper Mulberry,Paper mulberry,Broussonetia papyrifera,0.05,deciduous,20.0
9225,26618738,360697.06,169818.91,Broussonetia papyrifera,Paper Mulberry,Paper mulberry,Broussonetia papyrifera,0.05,deciduous,20.0
9226,26618739,360697.06,169819.14,Broussonetia papyrifera,Paper Mulberry,Paper mulberry,Broussonetia papyrifera,0.06,deciduous,2.861496001911473
9302,26618816,359756.72,173291.88,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.5,deciduous,1800.6
9303,26618817,359766.68,173296.32,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.5,deciduous,1800.6
9304,26618818,359765.58,173285.89,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.54,deciduous,1800.6
9485,26619002,363056.32,175357.11,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.51,deciduous,1000.3333333333333
9486,26619003,363060.4,175377.01,Tilia x europea,Lime,European lime,Tilia x europea,0.42,deciduous,280.2333333333333
9487,26619004,363051.8,175379.25,Tilia x europea,Lime,European lime,Tilia x europea,0.39,deciduous,320.26666666666665
9488,26619005,363062.44,175387.41,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.49,deciduous,1100.3666666666668
9489,26619006,363064.55,175397.73,Tilia x europea,Lime,European lime,Tilia x europea,0.31,deciduous,280.2333333333333
9490,26619007,363066.65,175408.26,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.48,deciduous,1000.3333333333333
9491,26619008,363068.62,175418.21,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.6,deciduous,1000.3333333333333
9492,26619009,363060.15,175419.8,Tilia x europea,Lime,European lime,Tilia x europea,0.37,deciduous,280.2333333333333
9493,26619010,363064.86,175443.39,Tilia x europea,Lime,European lime,Tilia x europea,0.37,deciduous,280.2333333333333
9494,26619011,363072.84,175439.06,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.56,deciduous,1100.3666666666668
10159,26619679,359600.26,173350.1,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.74,deciduous,5324.90804862396
10160,26619680,359592.98,173352.49,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.74,deciduous,5324.90804862396
10161,26619681,359587.72,173355.42,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.71,deciduous,4995.091752072626
10162,26619682,359562.31,173367.08,Platanus x acerifolia,Plane,,Platanus x acerifolia,0.65,deciduous,3865.651738531528
10163,26619683,359586.09,173386.8,Platanus x acerifolia,Plane,,Platanus x acerifolia,1.0,deciduous,7877.070136946924
10164,26619684,359599.46,173399.81,Platanus x acerifolia,Plane,,Platanus x acerifolia,0.9,deciduous,6129.4838451935875
10175,26619695,359515.35,173359.34,Platanus x acerifolia,Plane,,Platanus x acerifolia,0.9,deciduous,6965.322551356349
10176,26619696,359509.46,173352.93,Platanus x acerifolia,Plane,,Platanus x acerifolia,0.86,deciduous,6049.813462943139
10380,26619903,362820.21,175492.98,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.5775173928963749,deciduous,785.2307115947926
10402,26619926,362695.53,175438.09,Tilia x europea,Lime,European lime,Tilia x europea,0.48,deciduous,400.3333333333333
10403,26619927,362938.99,175598.77,Prunus Kanzan,Cherry,Kanzan cherry,Prunus Kanzan,0.06,deciduous,5.939568080153556
10404,26619928,362942.77,175600.77,Prunus - Species Unknown,Cherry,Unidentified cherry,Prunus - Species Unknown,0.17,deciduous,200.16666666666666
10405,26619929,362948.44,175604.55,Prunus Kanzan,Cherry,Kanzan cherry,Prunus Kanzan,0.14,deciduous,200.16666666666666
10406,26619930,362951.27,175606.68,Prunus Kanzan,Cherry,Kanzan cherry,Prunus Kanzan,0.16,deciduous,26.666666666666664
10407,26619931,363175.43,175735.58,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.6900000000000001,deciduous,1400.4666666666667
10442,26619966,362898.19,175550.54,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.5775173928963749,deciduous,40.0
10443,26619967,362891.95,175547.0,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.5775173928963749,deciduous,40.0
10444,26619968,362885.36,175541.6,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.5775173928963749,deciduous,40.0
10445,26619969,362875.58,175534.64,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.5775173928963749,deciduous,785.2307115947926
10446,26619970,362865.23,175528.18,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.5775173928963749,deciduous,785.2307115947926
10447,26619971,362854.9,175521.3,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.5775173928963749,deciduous,654.3589263289939
10448,26619972,362842.81,175514.66,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.5775173928963749,deciduous,785.2307115947926
10449,26619973,362832.62,175507.83,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.5775173928963749,deciduous,523.4871410631952
11360,26620902,359524.1,173136.5,Prunus serrula cv,Cherry,Japanese cherry cultivar,Prunus serrula cv,0.21,deciduous,40.0
11368,26620910,359533.22,173104.24,Prunus serrula cv,Cherry,Japanese cherry cultivar,Prunus serrula cv,0.19,deciduous,40.0
11369,26620911,359525.47,173111.36,Prunus serrula cv,Cherry,Japanese cherry cultivar,Prunus serrula cv,0.2,deciduous,40.0
11370,26620912,359521.28,173126.02,Prunus serrula cv,Cherry,Japanese cherry cultivar,Prunus serrula cv,0.2,deciduous,40.0
11371,26620913,359527.03,173137.45,Arbutus unedo,Strawberry Tree,Strawberry tree,Arbutus unedo,0.12,evergreen,13.333333333333332
11372,26620914,359552.15,173144.92,Prunus serrula cv,Cherry,Japanese cherry cultivar,Prunus serrula cv,0.21,deciduous,33.33333333333333
11373,26620915,359555.95,173135.67,Prunus serrula cv,Cherry,Japanese cherry cultivar,Prunus serrula cv,0.2,deciduous,40.0
11374,26620916,359558.88,173118.79,Prunus serrula cv,Cherry,Japanese cherry cultivar,Prunus serrula cv,0.2,deciduous,40.0
11375,26620917,359560.66,173111.05,Prunus serrula cv,Cherry,Japanese cherry cultivar,Prunus serrula cv,0.2,deciduous,40.0
11376,26620918,359560.34,173165.34,Ulmus - Species Unknown,Elm,Unidentified elm,Ulmus - Species Unknown,0.13,deciduous,44.70947803300518
11377,26620919,359563.93,173161.98,Ulmus - Species Unknown,Elm,Unidentified elm,Ulmus - Species Unknown,0.13,deciduous,44.70947803300518
11535,26621079,359238.25,173389.88,Acer platanoides,Maple,Norway maple,Acer platanoides,0.6,deciduous,1000.3333333333333
11536,26621080,359246.17,173393.4,Acer platanoides,Maple,Norway maple,Acer platanoides,0.6,deciduous,1200.4
11537,26621081,359253.98,173396.48,Acer platanoides,Maple,Norway maple,Acer platanoides,0.62,deciduous,1300.4333333333334
11538,26621082,359297.26,173409.1,Acer platanoides,Maple,Norway maple,Acer platanoides,0.66,deciduous,2933.866666666667
11654,26621200,358831.86,172896.0,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.6,deciduous,480.3999999999999
11660,26621206,358797.6,172892.1,Acer platanoides,Maple,Norway maple,Acer platanoides,0.5,deciduous,1200.4
11661,26621207,358824.1,172893.66,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.58,deciduous,440.3666666666666
12003,26621557,359746.56,173339.06,Crataegus crus-gallii,Hawthorn,Cockspur thorn,Crataegus crus-gallii,0.24,deciduous,200.16666666666666
12008,26621562,359746.9,173346.98,Prunus - Species Unknown,Cherry,Unidentified cherry,Prunus - Species Unknown,0.4,deciduous,1000.3333333333333
12009,26621564,359754.94,173317.28,Liquidambar styraciflua,Sweetgum,Sweetgum,Liquidambar styraciflua,0.06,deciduous,5.035577441077952
12011,26621566,359714.91,173332.56,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.79,deciduous,2933.866666666667
12012,26621567,359707.17,173361.18,Juniperus communis,Juniper,Common juniper,Juniperus communis,0.15,evergreen,160.13333333333333
12013,26621568,359724.07,173325.9,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.91,deciduous,2750.5
12357,26621916,358714.88,173503.79,Alnus cordata,Alder,Italian alder,Alnus cordata,0.4,deciduous,560.4666666666666
12358,26621917,358692.76,173444.36,Acer saccharinum,Maple,Silver maple,Acer saccharinum,0.41,deciduous,520.4333333333333
12359,26621918,358688.13,173435.17,Acer saccharinum,Maple,Silver maple,Acer saccharinum,0.3,deciduous,480.3999999999999
12360,26621919,358686.44,173431.6,Acer saccharinum,Maple,Silver maple,Acer saccharinum,0.5,deciduous,1500.5
12361,26621920,358679.25,173421.97,Acer saccharinum,Maple,Silver maple,Acer saccharinum,0.46,deciduous,560.4666666666666
12428,26621987,359655.37,173966.69,Trachycarpus fortunei,Chusan Palm,Chusan palm,Trachycarpus fortunei,0.1,evergreen,7.342665074318561
12487,26622046,359022.97,173479.1,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.7000000000000001,deciduous,3483.9666666666662
12488,26622047,358999.88,173446.74,Alnus incana,Alder,Grey alder,Alnus incana,0.35,deciduous,360.29999999999995
12489,26622048,358993.16,173436.56,Alnus incana,Alder,Grey alder,Alnus incana,0.36,deciduous,400.3333333333333
12490,26622049,358989.88,173432.92,Alnus incana,Alder,Grey alder,Alnus incana,0.25,deciduous,360.29999999999995
12491,26622050,358924.91,173377.14,Acer saccharinum,Maple,Silver maple,Acer saccharinum,0.5,deciduous,1000.3333333333333
12492,26622051,358916.92,173376.51,Acer saccharinum,Maple,Silver maple,Acer saccharinum,0.55,deciduous,1100.3666666666668
12493,26622052,358900.94,173373.85,Acer saccharinum,Maple,Silver maple,Acer saccharinum,0.25,deciduous,320.26666666666665
12494,26622053,359001.96,173490.22,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.65,deciduous,3300.6000000000004
12537,26622097,361096.23,170113.05,Acer platanoides,Maple,Norway maple,Acer platanoides,0.37,deciduous,1200.4
12538,26622098,361094.95,170109.46,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,0.29,deciduous,400.3333333333333
12539,26622099,361090.78,170107.95,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,0.24,deciduous,360.29999999999995
12540,26622100,361090.55,170104.01,Acer platanoides,Maple,Norway maple,Acer platanoides,0.31,deciduous,1400.4666666666667
12541,26622101,361070.95,170100.3,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.49,deciduous,3117.2333333333336
12542,26622102,361048.57,170085.22,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.5,deciduous,3117.2333333333336
12543,26622103,361034.76,170075.83,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.48,deciduous,3117.2333333333336
12544,26622104,361025.75,170069.67,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.17,deciduous,66.66666666666666
12545,26622105,361017.62,170064.37,Platanus x acerifolia Pyramida,Plane,London plane cultivar,Platanus x acerifolia Pyramida,0.23,deciduous,33.33333333333333
12546,26622106,360922.28,170000.8,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.49,deciduous,1600.5333333333333
12547,26622107,360912.07,169985.37,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.42,deciduous,1400.4666666666667
12548,26622108,360905.11,169983.74,Aesculus hippocastanum,Horse Chestnut,Horse chestnut,Aesculus hippocastanum,0.44,deciduous,1500.5
12549,26622109,360905.0,169976.09,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,0.35,deciduous,360.29999999999995
12550,26622110,360912.65,170022.6,Tilia x euchlora,Lime,Crimean lime,Tilia x euchlora,0.28,deciduous,280.2333333333333
12551,26622111,360918.34,170022.36,Tilia x euchlora,Lime,Crimean lime,Tilia x euchlora,0.26,deciduous,360.29999999999995
13523,26623098,359010.09,173581.17,Acer platanoides,Maple,Norway maple,Acer platanoides,0.4,deciduous,440.3666666666666
13524,26623099,358965.66,173597.47,Acer saccharinum,Maple,Silver maple,Acer saccharinum,0.31,deciduous,400.3333333333333
13525,26623100,358963.47,173592.8,Acer platanoides,Maple,Norway maple,Acer platanoides,0.42,deciduous,440.3666666666666
13526,26623101,358918.66,173595.35,Acer platanoides,Maple,Norway maple,Acer platanoides,0.5,deciduous,1200.4
13527,26623102,358808.84,173578.08,Alnus incana Laciniata,Alder,Cutleaf grey alder,Alnus incana Laciniata,0.21,deciduous,60.0
13528,26623103,358792.01,173568.1,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.62,deciduous,1650.3000000000002
13529,26623104,358850.11,173581.79,Alnus glutinosa Laciniata,Alder,Cutleaf black alder,Alnus glutinosa Laciniata,0.23,deciduous,98.19258930556755
13530,26623105,358924.34,173576.07,Liriodendron tulipifera,Tulip Tree,Tulip tree,Liriodendron tulipifera,0.18,deciduous,42.29396634255376
13531,26623106,358954.59,173592.22,Acer platanoides,Maple,Norway maple,Acer platanoides,0.4,deciduous,440.3666666666666
13534,26623109,358867.68,173578.63,Acer platanoides,Maple,Norway maple,Acer platanoides,0.3540132486889318,deciduous,544.3434436376498
14856,26624436,359369.39,174059.84,Tilia x euchlora,Lime,Crimean lime,Tilia x euchlora,0.28,deciduous,320.26666666666665
14857,26624437,359304.58,174145.14,Prunus - Species Unknown,Cherry,Unidentified cherry,Prunus - Species Unknown,0.17,deciduous,20.0
14858,26624438,359303.94,174146.83,Betula pendula 'Fastigiata Joe,Silver Birch,,Betula pendula 'Fastigiata Joe,0.06,deciduous,2.9041047316020596
15741,26625327,358432.76,173475.79,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.4,deciduous,520.4333333333333
15742,26625328,358437.74,173468.51,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.65,deciduous,600.5
15783,26625369,360668.05,170162.03,Liriodendron tulipifera,Tulip Tree,Tulip tree,Liriodendron tulipifera,0.06,deciduous,4.099666834014899
15786,26625372,360657.3,170140.86,Tilia x europea,Lime,European lime,Tilia x europea,0.48,deciduous,360.29999999999995
15787,26625373,360639.33,170125.47,Tilia x europea,Lime,European lime,Tilia x europea,0.48,deciduous,320.26666666666665
15788,26625374,360626.06,170113.25,Tilia x europea,Lime,European lime,Tilia x europea,0.5700000000000001,deciduous,360.29999999999995
15791,26625377,360630.17,170131.11,Liriodendron tulipifera,Tulip Tree,Tulip tree,Liriodendron tulipifera,0.05,deciduous,40.0
15792,26625378,360652.48,170150.6,Tilia x europea,Lime,European lime,Tilia x europea,0.53,deciduous,360.29999999999995
15793,26625379,360683.01,170170.69,Tilia x europea,Lime,European lime,Tilia x europea,0.59,deciduous,360.29999999999995
15794,26625380,360699.22,170178.2,Tilia x europea,Lime,European lime,Tilia x europea,0.48,deciduous,400.3333333333333
15795,26625381,360718.07,170185.78,Liriodendron tulipifera,Tulip Tree,Tulip tree,Liriodendron tulipifera,0.16,deciduous,33.33333333333333
15796,26625382,360784.48,170209.56,Tilia x europea,Lime,European lime,Tilia x europea,0.45,deciduous,280.2333333333333
15797,26625383,360794.19,170214.33,Liriodendron tulipifera,Tulip Tree,Tulip tree,Liriodendron tulipifera,0.17,deciduous,26.666666666666664
15800,26625386,360753.25,170186.77,Tilia x europea,Lime,European lime,Tilia x europea,0.51,deciduous,320.26666666666665
15801,26625387,360739.03,170181.85,Tilia x europea,Lime,European lime,Tilia x europea,0.53,deciduous,320.26666666666665
15802,26625388,360721.3,170176.21,Tilia x europea,Lime,European lime,Tilia x europea,0.5700000000000001,deciduous,320.26666666666665
15803,26625389,360704.04,170168.92,Tilia x europea,Lime,European lime,Tilia x europea,0.5700000000000001,deciduous,360.29999999999995
15804,26625390,360687.95,170161.52,Tilia x europea,Lime,European lime,Tilia x europea,0.6,deciduous,360.29999999999995
15805,26625391,360671.39,170151.77,Tilia x europea,Lime,European lime,Tilia x europea,0.55,deciduous,360.29999999999995
15844,26625431,360788.12,170199.81,Tilia x europea,Lime,European lime,Tilia x europea,0.46,deciduous,280.2333333333333
15845,26625432,360772.74,170193.23,Tilia x europea,Lime,European lime,Tilia x europea,0.45,deciduous,280.2333333333333
15931,26625520,357867.01,170593.64,Sorbus aucuparia,Rowan,Rowan,Sorbus aucuparia,0.05,deciduous,20.0
15932,26625521,357870.47,170597.6,Sorbus aucuparia,Rowan,Rowan,Sorbus aucuparia,0.28,deciduous,280.2333333333333
15933,26625522,357864.19,170607.35,Sorbus aucuparia,Rowan,Rowan,Sorbus aucuparia,0.05,deciduous,20.0
