,OBJECTID,X,Y,LATIN_NAME,COMMON_NAME,FULL_COMMON_NAME,TREE_SPECIES,DBH,tree_group,CROWN_VOLUME
32624,26642357,358770.33,173703.93,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,0.45,deciduous,480.3999999999999
32625,26642358,358777.68,173706.21,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,0.4,deciduous,440.3666666666666
32626,26642359,358782.6,173709.56,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,0.4,deciduous,400.3333333333333
32627,26642360,358775.9,173712.62,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,0.43,deciduous,440.3666666666666
32628,26642361,358771.9,173720.19,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,0.29,deciduous,320.26666666666665
32629,26642362,358777.04,173727.11,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,0.37,deciduous,400.3333333333333
32630,26642363,358740.05,173698.17,Prunus Tai-haku,Cherry,Japanese flowering cherry,Prunus Tai-haku,0.15,deciduous,33.33333333333333
32631,26642364,358730.86,173711.99,Prunus avium Plena,Cherry,Double white cherry,Prunus avium Plena,0.65,deciduous,1100.3666666666668
32632,26642365,358729.88,173720.4,Prunus avium Plena,Cherry,Double white cherry,Prunus avium Plena,0.66,deciduous,1200.4
32633,26642366,358731.72,173728.07,Prunus Tai-haku,Cherry,Japanese flowering cherry,Prunus Tai-haku,0.14,deciduous,20.0
32634,26642367,358798.01,173722.68,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,0.41,deciduous,320.26666666666665
32635,26642368,358785.31,173731.68,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,0.31,deciduous,400.3333333333333
32636,26642369,358747.36,173732.67,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,0.44,deciduous,480.3999999999999
34274,26644018,362917.58,175437.41,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,0.23,deciduous,377.4879805409692
34275,26644019,363007.81,175489.87,Viburnum tinus,Viburnam,Viburnum,Viburnum tinus,0.14,deciduous,174.30416666666667
34280,26644024,363209.28,175531.27,Tilia - Species Unknown,Lime,Unidentified lime,Tilia - Species Unknown,0.4169710075284318,deciduous,599.5711955782352
34285,26644029,363217.76,175531.99,Tilia - Species Unknown,Lime,Unidentified lime,Tilia - Species Unknown,0.4169710075284318,deciduous,599.5711955782352
34286,26644030,363211.7,175530.48,Sambucus nigra,Elder,Elder,Sambucus nigra,0.2483333333333333,deciduous,192.8509595883856
34287,26644031,363204.26,175529.75,Tilia - Species Unknown,Lime,Unidentified lime,Tilia - Species Unknown,0.4169710075284318,deciduous,599.5711955782352
34288,26644032,363196.63,175529.47,Tilia - Species Unknown,Lime,Unidentified lime,Tilia - Species Unknown,0.4169710075284318,deciduous,599.5711955782352
34289,26644033,363187.39,175528.65,Tilia - Species Unknown,Lime,Unidentified lime,Tilia - Species Unknown,0.4169710075284318,deciduous,599.5711955782352
34290,26644034,363143.6,175524.31,Prunus - Species Unknown,Cherry,Unidentified cherry,Prunus - Species Unknown,0.214763121226196,deciduous,285.5993669901769
34291,26644035,363136.22,175522.8,Prunus - Species Unknown,Cherry,Unidentified cherry,Prunus - Species Unknown,0.214763121226196,deciduous,228.47949359214152
34292,26644036,363133.37,175522.49,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,0.44,deciduous,842.2436072611682
34293,26644037,363129.27,175522.07,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,0.35,deciduous,557.3587966427103
34294,26644038,363124.75,175521.33,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,0.32,deciduous,471.9090936795024
34295,26644039,363123.16,175523.23,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,0.25,deciduous,295.49386187783284
34296,26644040,363132.64,175522.0,Ginkgo biloba,Gingko,Maidenhair tree,Ginkgo biloba,0.06,deciduous,2.9041047316020596
34297,26644041,363127.78,175522.06,Ginkgo biloba,Gingko,Maidenhair tree,Ginkgo biloba,0.06,deciduous,2.9041047316020596
34298,26644042,363111.26,175519.92,Ginkgo biloba,Gingko,Maidenhair tree,Ginkgo biloba,0.06,deciduous,2.9041047316020596
34299,26644043,363099.58,175516.71,Ginkgo biloba,Gingko,Maidenhair tree,Ginkgo biloba,0.06,deciduous,2.9041047316020596
34306,26644050,363145.29,175517.4,Quercus robur,Oak,English oak,Quercus robur,0.15,deciduous,26.666666666666664
34307,26644051,363161.28,175516.91,Quercus robur,Oak,English oak,Quercus robur,0.15,deciduous,26.666666666666664
34308,26644052,363207.06,175521.37,Quercus robur,Oak,English oak,Quercus robur,0.15,deciduous,26.666666666666664
34330,26644074,363177.23,175527.07,Tilia - Species Unknown,Lime,Unidentified lime,Tilia - Species Unknown,0.4169710075284318,deciduous,374.731997236397
34331,26644075,363153.53,175524.9,Prunus - Species Unknown,Cherry,Unidentified cherry,Prunus - Species Unknown,0.214763121226196,deciduous,285.5993669901769
34332,26644076,363171.26,175527.33,Tilia - Species Unknown,Lime,Unidentified lime,Tilia - Species Unknown,0.4169710075284318,deciduous,374.731997236397
34333,26644077,363176.77,175518.69,Quercus robur,Oak,English oak,Quercus robur,0.15,deciduous,26.666666666666664
34334,26644078,363195.74,175520.68,Quercus robur,Oak,English oak,Quercus robur,0.15,deciduous,26.666666666666664
35554,26645298,359524.18,173772.66,Prunus avium,Cherry,Wild cherry,Prunus avium,0.44,deciduous,1200.4
35555,26645299,359508.89,173745.99,Prunus padus,Cherry,Bird cherry,Prunus padus,0.36,deciduous,400.3333333333333
35556,26645300,359505.82,173755.92,Tilia tomentosa,Lime,Silver lime,Tilia tomentosa,0.66,deciduous,3483.9666666666662
35557,26645301,359515.42,173766.45,Prunus cerasifera Pissardii,Plum,Cherry plum,Prunus cerasifera Pissardii,0.37,deciduous,400.3333333333333
35558,26645302,359551.05,173749.78,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,0.33,deciduous,480.3999999999999
35559,26645303,359536.02,173743.6,Quercus robur,Oak,English oak,Quercus robur,0.05,deciduous,13.333333333333332
35560,26645304,359557.51,173755.07,Araucaria araucana,Monkey Puzzle,Monkey puzzle,Araucaria araucana,0.05,evergreen,6.666666666666666
35561,26645305,359572.4,173756.83,Tilia x europea,Lime,European lime,Tilia x europea,0.6900000000000001,deciduous,3850.7
35562,26645306,359580.19,173760.59,Tilia x europea,Lime,European lime,Tilia x europea,0.71,deciduous,3850.7
35563,26645307,359587.02,173763.37,Tilia - Species Unknown,Lime,Unidentified lime,Tilia - Species Unknown,0.59,deciduous,3667.333333333333
35564,26645308,359546.19,173786.86,Prunus avium,Cherry,Wild cherry,Prunus avium,0.46,deciduous,1100.3666666666668
35565,26645309,359582.55,173773.7,Tilia x europea,Lime,European lime,Tilia x europea,0.52,deciduous,3667.333333333333
35566,26645310,359578.42,173780.41,Tilia x europea,Lime,European lime,Tilia x europea,0.59,deciduous,3667.333333333333
35567,26645311,359539.92,173775.31,Betula - Species Unknown,Birch,Birch species,Betula - Species Unknown,0.1,deciduous,40.0
35568,26645312,359508.12,173745.05,Ginkgo biloba,Gingko,Maidenhair tree,Ginkgo biloba,0.06,deciduous,2.1676543620783213
35571,26645315,359536.3,173787.54,Fraxinus excelsior Diversifoli,Ash,Single-leafed ash ,Fraxinus excelsior Diversifoli,0.43,deciduous,1600.5333333333333
35572,26645316,359529.74,173797.17,Tilia x europea,Lime,European lime,Tilia x europea,0.46,deciduous,1700.5666666666668
36138,26645884,360748.64,170233.97,Acer pseudoplatanus Leopoldii,Sycamore,Sycamore 'Leopoldii',Acer pseudoplatanus Leopoldii,0.66,deciduous,2383.7666666666664
36139,26645885,360736.9,170195.23,Pyrus communis,Pear,Common pear,Pyrus communis,0.39,deciduous,1100.3666666666668
36140,26645886,360766.73,170233.5,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,0.54,deciduous,2933.866666666667
36141,26645887,360759.24,170237.2,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,0.43,deciduous,1500.5
36142,26645888,360750.05,170222.47,Prunus - Species Unknown,Cherry,Unidentified cherry,Prunus - Species Unknown,0.36,deciduous,320.26666666666665
36143,26645889,360743.48,170226.45,Pyrus communis,Pear,Common pear,Pyrus communis,0.36,deciduous,320.26666666666665
36144,26645890,360740.19,170231.15,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,0.34,deciduous,400.3333333333333
36145,26645891,360734.84,170227.12,Pyrus communis,Pear,Common pear,Pyrus communis,0.33,deciduous,360.29999999999995
36437,26646183,359699.83,173925.67,Aesculus hippocastanum,Horse Chestnut,Horse chestnut,Aesculus hippocastanum,0.32,deciduous,240.19999999999996
36438,26646184,359696.58,173927.89,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.19,deciduous,240.19999999999996
36439,26646185,359699.83,173916.1,Carpinus betulus Fastigiata,Hornbeam,Fastigiate hornbeam,Carpinus betulus Fastigiata,0.06,deciduous,26.666666666666664
36440,26646186,359701.88,173898.82,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.07,deciduous,33.33333333333333
36441,26646187,359705.31,173896.6,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.07,deciduous,33.33333333333333
36442,26646188,359721.9,173897.45,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.06,deciduous,26.666666666666664
36443,26646189,359714.89,173885.99,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.07,deciduous,33.33333333333333
36444,26646190,359752.51,173925.5,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,0.9,deciduous,900.3
36446,26646192,359779.2,173988.96,Populus alba,Poplar,White poplar,Populus alba,0.66,deciduous,1400.4666666666667
36447,26646193,359780.15,173986.55,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.42,deciduous,1400.4666666666667
36448,26646194,359775.33,173992.8,Populus nigra,Poplar,Black poplar,Populus nigra,0.75,deciduous,3300.6000000000004
36449,26646195,359751.02,173949.69,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.8,deciduous,2933.866666666667
36450,26646196,359749.73,173968.58,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.47,deciduous,1400.4666666666667
36456,26646202,359734.69,174004.21,Populus nigra - Unkown Species,Poplar,Unidentified black poplar,Populus nigra - Unkown Species,0.56,deciduous,1200.4
36457,26646203,359763.02,173997.56,Prunus avium,Cherry,Wild cherry,Prunus avium,0.68,deciduous,1100.3666666666668
36458,26646204,359769.32,173984.91,Populus alba,Poplar,White poplar,Populus alba,0.5403364269141531,deciduous,400.3333333333333
36459,26646205,359748.84,173962.22,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.61,deciduous,3300.6000000000004
36462,26646208,359506.06,173888.01,Salix x sepulcralis chrysocoma,Willow,Golden weeping willow,Salix x sepulcralis chrysocoma,0.6,deciduous,1000.3333333333333
36470,26646216,359525.81,173889.46,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,0.53,deciduous,1300.4333333333334
36471,26646217,359521.82,173886.2,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,0.6,deciduous,1300.4333333333334
36472,26646218,359521.46,173891.09,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,0.92,deciduous,1300.4333333333334
36473,26646219,359511.56,173891.64,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,0.91,deciduous,2567.133333333333
36474,26646220,359505.7,173867.55,Populus - Species Unknown,Poplar,Unidentified poplar,Populus - Species Unknown,1.22,deciduous,6.666666666666666
36475,26646221,359496.32,173865.75,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,0.4219803278688524,deciduous,479.5667631888281
36476,26646222,359492.36,173869.55,Acer platanoides Drummondii,Maple,Norway maple 'Drummondii',Acer platanoides Drummondii,0.33,deciduous,1000.3333333333333
36477,26646223,359471.29,173902.69,Malus Golden Hornet,Apple,Crabapple,Malus Golden Hornet,0.15,deciduous,200.16666666666666
36478,26646224,359538.29,173891.57,Prunus pissardii,Plum,Cherry plum,Prunus pissardii,0.27,deciduous,200.16666666666666
36479,26646225,359541.99,173887.39,Prunus pissardii,Plum,Cherry plum,Prunus pissardii,0.39,deciduous,240.19999999999996
36480,26646226,359537.39,173881.99,Prunus pissardii,Plum,Cherry plum,Prunus pissardii,0.27,deciduous,240.19999999999996
36481,26646227,359538.8,173887.09,Prunus pissardii,Plum,Cherry plum,Prunus pissardii,0.25,deciduous,200.16666666666666
36482,26646228,359533.14,173888.63,Prunus pissardii,Plum,Cherry plum,Prunus pissardii,0.37,deciduous,200.16666666666666
36483,26646229,359534.84,173896.15,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,0.9,deciduous,1000.3333333333333
36484,26646230,359527.3,173881.09,Acer platanoides,Maple,Norway maple,Acer platanoides,0.2,deciduous,240.19999999999996
36485,26646231,359525.4,173878.78,Malus - Species Unknown,Apple,Unidentified apple,Malus - Species Unknown,0.16,deciduous,200.16666666666666
36486,26646232,359528.03,173877.67,Malus - Species Unknown,Apple,Unidentified apple,Malus - Species Unknown,0.27,deciduous,200.16666666666666
36487,26646233,359513.56,173869.79,Malus - Species Unknown,Apple,Unidentified apple,Malus - Species Unknown,0.1628802153432032,deciduous,26.666666666666664
36488,26646234,359524.26,173872.34,Malus - Species Unknown,Apple,Unidentified apple,Malus - Species Unknown,0.2,deciduous,26.666666666666664
36489,26646235,359506.39,173861.83,Malus - Species Unknown,Apple,Unidentified apple,Malus - Species Unknown,0.17,deciduous,120.09999999999998
36490,26646236,359516.43,173864.65,Malus - Species Unknown,Apple,Unidentified apple,Malus - Species Unknown,0.15,deciduous,20.0
36491,26646237,359515.89,173855.59,Malus - Species Unknown,Apple,Unidentified apple,Malus - Species Unknown,0.17,deciduous,120.09999999999998
36492,26646238,359511.18,173857.8,Malus - Species Unknown,Apple,Unidentified apple,Malus - Species Unknown,0.17,deciduous,120.09999999999998
36493,26646239,359508.73,173858.89,Malus - Species Unknown,Apple,Unidentified apple,Malus - Species Unknown,0.15,deciduous,120.09999999999998
36494,26646240,359504.54,173858.54,Malus - Species Unknown,Apple,Unidentified apple,Malus - Species Unknown,0.14,deciduous,20.0
36495,26646241,359505.32,173854.76,Malus - Species Unknown,Apple,Unidentified apple,Malus - Species Unknown,0.14,deciduous,6.666666666666666
36496,26646242,359509.66,173854.6,Malus - Species Unknown,Apple,Unidentified apple,Malus - Species Unknown,0.2,deciduous,20.0
36497,26646243,359508.82,173850.2,Malus - Species Unknown,Apple,Unidentified apple,Malus - Species Unknown,0.16,deciduous,20.0
36498,26646244,359521.52,173820.37,Corylus avellana,Hazel,Hazel,Corylus avellana,0.1533333333333333,deciduous,160.13333333333333
36499,26646245,359524.11,173815.2,Salix fragilis,Willow,Crack willow,Salix fragilis,0.88,deciduous,900.3
36500,26646246,359527.77,173810.79,Alnus glutinosa,Alder,Black alder,Alnus glutinosa,0.21,deciduous,240.19999999999996
36501,26646247,359541.92,173814.47,Prunus cerasifera Pissardii,Plum,Cherry plum,Prunus cerasifera Pissardii,0.35,deciduous,20.0
36502,26646248,359549.52,173819.76,Alnus glutinosa,Alder,Black alder,Alnus glutinosa,0.2,deciduous,240.19999999999996
36503,26646249,359538.87,173812.76,Chamaecyparis lawsoniana,Cypress,Lawson's cypress,Chamaecyparis lawsoniana,0.2,evergreen,16.666666666666664
36504,26646250,359549.52,173819.76,Alnus glutinosa,Alder,Black alder,Alnus glutinosa,0.22,deciduous,53.33333333333333
36505,26646251,359559.57,173830.87,Alnus glutinosa,Alder,Black alder,Alnus glutinosa,0.16,deciduous,320.26666666666665
36506,26646252,359554.25,173828.89,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,0.45,deciduous,800.2666666666667
36507,26646253,359550.9,173837.72,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.26,deciduous,320.26666666666665
36508,26646254,359544.2,173834.37,Liriodendron tulipifera,Tulip Tree,Tulip tree,Liriodendron tulipifera,0.65,deciduous,1100.3666666666668
36509,26646255,359538.42,173832.39,Juniperus squamata,Juniper,Flaky juniper,Juniperus squamata,0.17,evergreen,120.09999999999998
36510,26646256,359533.85,173845.94,Prunus - Species Unknown,Cherry,Unidentified cherry,Prunus - Species Unknown,0.11,deciduous,160.13333333333333
36511,26646257,359531.11,173843.05,Chamaecyparis lawsoniana,Cypress,Lawson's cypress,Chamaecyparis lawsoniana,0.29,evergreen,3.333333333333333
36512,26646258,359538.11,173848.53,Chamaecyparis lawsoniana,Cypress,Lawson's cypress,Chamaecyparis lawsoniana,0.26,evergreen,3.333333333333333
36513,26646259,359535.78,173898.39,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,0.5,deciduous,1200.4
36701,26646451,358926.77,173025.93,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.67,deciduous,1500.5
36702,26646452,358926.54,173033.66,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.3,deciduous,320.26666666666665
36718,26646468,358722.45,173134.01,Acer platanoides cv,Maple,Norway maple cultivar,Acer platanoides cv,0.24,deciduous,480.3999999999999
38294,26648057,358568.01,172828.66,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.17,deciduous,280.2333333333333
38296,26648059,358565.0,172803.48,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.37,deciduous,800.2666666666667
38297,26648060,358566.36,172816.08,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.38,deciduous,800.2666666666667
38298,26648061,358569.33,172841.57,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.35,deciduous,800.2666666666667
38299,26648062,358581.77,172913.8,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.36,deciduous,800.2666666666667
38300,26648063,358584.73,172925.55,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.38,deciduous,800.2666666666667
38301,26648064,358587.83,172938.35,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.35,deciduous,800.2666666666667
38302,26648065,358615.58,172980.52,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.15,deciduous,200.16666666666666
38303,26648066,358605.11,172956.4,Platanus - Species Unknown,Plane,Unidentified plane,Platanus - Species Unknown,0.5775173928963749,deciduous,1758.8031838574716
38304,26648067,358598.42,172934.72,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.25,deciduous,800.2666666666667
38305,26648068,358596.56,172926.13,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.26,deciduous,800.2666666666667
38306,26648069,358593.0,172912.16,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.3,deciduous,800.2666666666667
38307,26648070,358597.22,172871.16,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.21,deciduous,800.2666666666667
38308,26648071,358572.67,172880.59,Tilia - Species Unknown,Lime,Unidentified lime,Tilia - Species Unknown,0.12,deciduous,16.52728828238765
38309,26648072,358597.33,172966.07,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.9,deciduous,5540.352325651526
38310,26648073,358602.92,172980.97,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.9,deciduous,5540.352325651526
38311,26648074,358570.23,172855.37,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.12,deciduous,19.080813343308648
38312,26648075,358661.45,173015.0,Pyrus calleryana Chanticleer,Pear,Chanticleer pear,Pyrus calleryana Chanticleer,0.1,deciduous,13.014636550641107
38313,26648076,358653.78,173003.5,Pyrus calleryana Chanticleer,Pear,Chanticleer pear,Pyrus calleryana Chanticleer,0.1,deciduous,13.014636550641107
38314,26648077,358633.13,173000.66,Pyrus calleryana Chanticleer,Pear,Chanticleer pear,Pyrus calleryana Chanticleer,0.1,deciduous,13.014636550641107
38315,26648078,358670.25,173029.5,Pyrus calleryana Chanticleer,Pear,Chanticleer pear,Pyrus calleryana Chanticleer,0.1,deciduous,13.014636550641107
38316,26648079,358676.5,173037.12,Pyrus calleryana Chanticleer,Pear,Chanticleer pear,Pyrus calleryana Chanticleer,0.1,deciduous,13.014636550641107
38317,26648080,358681.79,173045.98,Pyrus calleryana Chanticleer,Pear,Chanticleer pear,Pyrus calleryana Chanticleer,0.1,deciduous,13.014636550641107
38318,26648081,358636.68,173053.9,Prunus - Species Unknown,Cherry,Unidentified cherry,Prunus - Species Unknown,0.1,deciduous,13.107000381757157
38319,26648082,358639.93,173051.43,Prunus - Species Unknown,Cherry,Unidentified cherry,Prunus - Species Unknown,0.08,deciduous,8.431437773070298
38320,26648083,358656.44,173040.07,Prunus - Species Unknown,Cherry,Unidentified cherry,Prunus - Species Unknown,0.08,deciduous,8.431437773070298
38321,26648084,358651.46,173042.67,Prunus - Species Unknown,Cherry,Unidentified cherry,Prunus - Species Unknown,0.08,deciduous,8.431437773070298
38322,26648085,358642.99,173059.64,Prunus - Species Unknown,Cherry,Unidentified cherry,Prunus - Species Unknown,0.08,deciduous,8.431437773070298
38323,26648086,358661.59,173049.14,Prunus - Species Unknown,Cherry,Unidentified cherry,Prunus - Species Unknown,0.13,deciduous,21.935564384284774
38324,26648087,358667.72,173059.44,Prunus - Species Unknown,Cherry,Unidentified cherry,Prunus - Species Unknown,0.08,deciduous,8.431437773070298
38325,26648088,358647.86,173069.94,Prunus - Species Unknown,Cherry,Unidentified cherry,Prunus - Species Unknown,0.13,deciduous,21.935564384284774
38326,26648089,358593.79,172956.39,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.9,deciduous,5540.352325651526
38327,26648090,358653.76,173078.24,Prunus - Species Unknown,Cherry,Unidentified cherry,Prunus - Species Unknown,0.08,deciduous,8.431437773070298
38328,26648091,358656.51,173074.1,Prunus - Species Unknown,Cherry,Unidentified cherry,Prunus - Species Unknown,0.08,deciduous,8.431437773070298
38329,26648092,358660.13,173091.53,Liquidambar styraciflua,Sweetgum,Sweetgum,Liquidambar styraciflua,0.1,deciduous,10.350781876511721
38330,26648093,358678.52,173113.96,Liquidambar styraciflua,Sweetgum,Sweetgum,Liquidambar styraciflua,0.1,deciduous,10.350781876511721
38331,26648094,358690.41,173107.63,Liquidambar styraciflua,Sweetgum,Sweetgum,Liquidambar styraciflua,0.1,deciduous,10.350781876511721
38332,26648095,358682.35,173081.23,Liquidambar styraciflua,Sweetgum,Sweetgum,Liquidambar styraciflua,0.1,deciduous,10.350781876511721
38333,26648096,358672.65,173067.52,Prunus - Species Unknown,Cherry,Unidentified cherry,Prunus - Species Unknown,0.08,deciduous,8.431437773070298
38334,26648097,358665.22,173068.8,Prunus - Species Unknown,Cherry,Unidentified cherry,Prunus - Species Unknown,0.1,deciduous,13.107000381757157
38335,26648098,359443.82,173698.44,Tilia - Species Unknown,Lime,Unidentified lime,Tilia - Species Unknown,0.66,deciduous,3117.2333333333336
38336,26648099,359443.48,173725.11,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,0.21,deciduous,280.2333333333333
38337,26648100,359444.17,173721.5,Prunus padus,Cherry,Bird cherry,Prunus padus,0.33,deciduous,400.3333333333333
38338,26648101,359445.37,173711.52,Aesculus hippocastanum,Horse Chestnut,Horse chestnut,Aesculus hippocastanum,0.4082701812191103,deciduous,3667.333333333333
38339,26648102,359440.38,173693.28,Prunus cerasifera Pissardii,Plum,Cherry plum,Prunus cerasifera Pissardii,0.35,deciduous,360.29999999999995
38340,26648103,359434.7,173688.46,Prunus padus,Cherry,Bird cherry,Prunus padus,0.41,deciduous,360.29999999999995
38341,26648104,359419.36,173683.33,Tilia - Species Unknown,Lime,Unidentified lime,Tilia - Species Unknown,0.78,deciduous,2933.866666666667
38342,26648105,359411.44,173684.88,Prunus padus,Cherry,Bird cherry,Prunus padus,0.31,deciduous,360.29999999999995
38343,26648106,359406.5,173687.55,Prunus padus,Cherry,Bird cherry,Prunus padus,0.29,deciduous,360.29999999999995
38344,26648107,359400.31,173692.8,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,0.8300000000000001,deciduous,2933.866666666667
38345,26648108,359393.68,173700.81,Prunus cerasifera Pissardii,Plum,Cherry plum,Prunus cerasifera Pissardii,0.39,deciduous,280.2333333333333
38346,26648109,359389.26,173711.17,Prunus cerasifera Pissardii,Plum,Cherry plum,Prunus cerasifera Pissardii,0.41,deciduous,320.26666666666665
38347,26648110,359387.03,173722.01,Crataegus laevigata 'Paul's Sc,Hawthorn,Midland hawthorn cultivar,Crataegus laevigata 'Paul's Sc,0.24,deciduous,280.2333333333333
38348,26648111,359395.98,173746.11,Prunus padus,Cherry,Bird cherry,Prunus padus,0.43,deciduous,1000.3333333333333
38349,26648112,359424.14,173749.2,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.5775173928963749,deciduous,3667.333333333333
38350,26648113,359429.2,173745.43,Tilia - Species Unknown,Lime,Unidentified lime,Tilia - Species Unknown,0.53,deciduous,1500.5
38351,26648114,359434.53,173740.26,Prunus cerasifera Pissardii,Plum,Cherry plum,Prunus cerasifera Pissardii,0.38,deciduous,320.26666666666665
38352,26648115,359438.65,173735.1,Prunus cerasifera Pissardii,Plum,Cherry plum,Prunus cerasifera Pissardii,0.28,deciduous,240.19999999999996
38353,26648116,359427.5,173696.0,Tilia x europea,Lime,European lime,Tilia x europea,0.97,deciduous,3850.7
38354,26648117,359422.14,173705.84,Prunus avium,Cherry,Wild cherry,Prunus avium,0.39,deciduous,440.3666666666666
38355,26648118,359414.64,173704.79,Prunus avium,Cherry,Wild cherry,Prunus avium,0.42,deciduous,440.3666666666666
38356,26648119,359417.66,173711.52,Prunus avium,Cherry,Wild cherry,Prunus avium,0.55,deciduous,1300.4333333333334
38357,26648120,359400.96,173723.74,Aesculus hippocastanum,Horse Chestnut,Horse chestnut,Aesculus hippocastanum,0.4082701812191103,deciduous,3667.333333333333
38358,26648121,359405.79,173732.0,Aesculus hippocastanum,Horse Chestnut,Horse chestnut,Aesculus hippocastanum,0.4082701812191103,deciduous,3667.333333333333
38359,26648122,359405.95,173739.23,Tilia - Species Unknown,Lime,Unidentified lime,Tilia - Species Unknown,0.8,deciduous,3667.333333333333
38360,26648123,359414.21,173738.37,Tilia - Species Unknown,Lime,Unidentified lime,Tilia - Species Unknown,0.8,deciduous,4034.0666666666666
38361,26648124,359390.1,173738.57,Crataegus laev 'Crimson Cloud',Hawthorn,,Crataegus laev 'Crimson Cloud',0.06,deciduous,2.9041047316020596
39881,26649652,359391.96,173117.31,Quercus robur,Oak,English oak,Quercus robur,0.25,deciduous,320.26666666666665
39886,26649657,359385.51,173118.14,Acer platanoides Goldsworth Pu,Maple,Norway maple 'Goldsworth Purpl,Acer platanoides Goldsworth Pu,0.36,deciduous,280.2333333333333
39887,26649658,359388.18,173121.68,Quercus robur,Oak,English oak,Quercus robur,0.25,deciduous,400.3333333333333
39888,26649659,359405.29,173129.2,Tilia x europea,Lime,European lime,Tilia x europea,0.4,deciduous,2383.7666666666664
39889,26649660,359388.12,173139.92,Quercus robur,Oak,English oak,Quercus robur,0.18,deciduous,160.13333333333333
39890,26649661,359393.77,173143.99,Picea - Unknown Species,Spruce,Unidentified spruce,Picea - Unknown Species,0.11,evergreen,10.0
39891,26649662,359407.04,173142.66,Pinus sylvestris,Scots Pine,Scots pine,Pinus sylvestris,0.35,evergreen,180.14999999999998
39892,26649663,359414.68,173148.77,Pinus sylvestris,Scots Pine,Scots pine,Pinus sylvestris,0.2,evergreen,120.09999999999998
39893,26649664,359409.61,173149.27,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,0.15,deciduous,320.26666666666665
39894,26649665,359405.29,173149.53,Pinus sylvestris,Scots Pine,Scots pine,Pinus sylvestris,0.23,evergreen,160.13333333333333
